"M1","M2","M3","M4","M5","M6","M7","M8","M9","N1","N2","N3","N4","N5","N6","N7","N8","N9","P1","P2","P3","P4","P5","P6","P7","P8","P9","country","source"
4,2,2,4,3,3,4,3,4,4,2,2,2,3,3,2,2,3,2,4,2,4,4,3,2,1,2,"US",3
4,2,2,2,2,2,4,2,3,2,4,2,2,2,3,2,3,4,2,4,1,2,2,0,4,1,2,"US",1
5,5,4,4,4,5,5,4,5,4,4,4,1,5,2,2,4,4,4,2,2,2,5,4,5,4,5,"CA",2
4,4,2,2,4,5,4,4,4,4,3,4,3,3,3,3,4,5,3,3,4,1,4,4,4,2,4,"HK",1
4,1,3,2,3,2,5,1,4,4,2,4,2,4,2,2,4,4,4,4,2,1,4,1,5,4,1,"GR",3
4,5,3,3,5,5,5,4,4,3,4,2,2,3,4,1,4,2,4,4,4,4,4,3,3,4,4,"GB",2
5,5,5,4,4,5,4,4,5,4,4,2,2,4,4,2,1,5,4,3,2,3,3,4,4,1,5,"GB",1
4,3,2,4,4,2,4,2,4,2,4,1,1,3,4,3,5,2,2,4,3,1,3,1,5,1,4,"GB",2
2,4,3,4,2,4,5,2,2,5,4,3,2,4,4,2,3,4,1,4,1,4,5,4,2,1,2,"CA",2
3,4,3,4,2,3,5,1,4,4,4,3,2,3,4,3,2,3,5,2,3,2,3,3,1,5,4,"HU",1
4,1,3,2,1,1,2,2,3,4,2,3,1,2,4,1,2,2,1,5,1,1,2,1,2,1,1,"US",3
5,4,3,4,5,5,4,5,5,3,4,5,4,4,3,4,4,4,4,4,2,2,4,4,2,5,4,"AU",2
5,5,5,5,5,5,5,5,5,3,1,2,2,5,1,5,1,4,5,4,1,2,4,4,4,1,5,"CA",2
2,1,2,1,1,1,3,2,1,2,2,2,3,2,1,4,3,3,2,4,1,1,2,2,5,1,1,"AR",3
5,5,4,4,5,5,5,4,5,2,2,1,2,4,4,2,5,4,4,4,2,1,5,3,4,5,2,"CH",1
3,4,5,4,3,2,2,3,4,5,1,2,4,5,2,4,4,5,2,4,1,5,3,2,5,2,3,"PH",3
4,5,4,5,4,5,5,4,5,5,1,4,3,5,2,5,1,5,5,2,3,5,4,4,2,5,4,"US",2
5,4,4,4,4,4,5,4,5,3,5,2,2,4,3,2,3,3,2,4,4,3,2,3,5,1,4,"US",1
3,1,1,2,3,3,3,3,2,1,3,2,3,1,3,1,2,2,3,3,2,2,3,1,2,1,1,"US",2
4,5,5,4,5,4,5,5,5,4,1,4,3,5,3,2,2,5,5,1,2,4,5,5,1,5,5,"US",2
5,4,1,4,4,4,5,2,5,1,5,1,2,2,4,1,4,4,4,5,3,1,4,4,4,3,3,"RO",1
5,4,3,3,5,5,4,4,5,2,2,4,4,4,2,4,1,4,5,2,5,4,5,5,2,2,4,"SI",1
4,5,5,5,4,4,5,5,5,2,3,3,1,5,4,1,2,3,4,2,2,1,3,4,5,2,5,"US",1
3,2,4,4,4,4,4,3,2,2,4,2,4,3,4,1,4,4,2,4,4,3,4,3,5,2,2,"CN",3
5,5,4,2,4,4,5,3,4,3,4,1,1,4,5,2,2,3,4,3,2,1,5,4,5,1,5,"CA",1
5,2,4,4,4,4,5,5,4,2,4,1,2,3,4,5,2,4,1,5,2,3,2,2,3,1,2,"IT",2
5,4,4,1,2,4,5,2,4,4,3,4,2,5,2,5,3,4,2,4,2,3,3,4,3,4,1,"US",2
5,5,5,5,5,4,5,4,5,2,1,5,4,4,3,4,1,5,3,2,4,5,4,5,5,1,5,"GB",1
5,2,3,5,3,3,5,3,4,2,5,3,4,4,4,1,1,4,1,4,5,1,4,4,2,1,2,"DE",1
4,5,3,3,5,4,5,5,5,4,4,3,3,3,2,2,3,4,4,4,5,3,5,4,4,3,4,"SG",1
5,4,3,1,1,5,5,3,4,3,1,3,2,3,5,5,1,3,5,5,1,5,4,1,1,5,5,"IN",1
5,5,5,4,5,4,5,5,3,2,1,2,1,4,2,1,1,5,2,3,3,3,5,4,5,1,4,"AU",1
4,4,3,4,3,4,4,4,4,3,5,2,2,4,4,4,3,2,4,4,3,1,3,3,5,2,3,"US",3
3,5,3,4,4,4,5,4,5,4,2,3,4,5,5,4,2,4,2,4,2,1,4,3,2,4,4,"US",1
4,4,3,5,2,4,2,3,4,3,3,2,3,3,2,1,3,3,2,3,3,4,3,2,5,1,2,"KR",1
4,3,3,3,4,4,4,3,5,4,5,4,4,4,1,4,2,3,4,3,3,2,5,3,3,5,1,"SE",3
5,5,1,4,5,5,5,1,5,5,4,1,1,3,2,5,1,5,5,3,1,1,5,5,3,4,5,"US",1
5,2,5,5,4,4,5,5,5,3,1,2,1,4,1,3,5,5,4,4,5,1,4,3,1,5,5,"IE",3
4,1,4,3,5,5,5,4,4,5,2,4,4,5,2,3,1,5,5,3,2,5,5,5,2,3,2,"US",3
5,4,5,2,5,5,5,3,5,1,1,1,1,5,5,1,2,3,5,2,2,1,5,5,5,1,3,"CA",1
5,5,5,5,4,4,4,4,5,4,2,4,5,5,1,4,1,5,4,4,4,1,4,4,4,4,5,"AU",1
4,4,3,3,4,4,5,4,4,5,4,3,2,5,3,3,3,4,4,2,3,3,5,4,2,1,3,"US",1
5,2,3,4,4,1,5,3,3,1,5,1,1,1,5,1,4,3,1,4,1,1,1,1,5,2,1,"US",2
4,1,1,2,4,3,4,1,3,1,4,3,2,1,5,1,2,3,2,5,3,1,4,2,5,3,1,"GB",1
5,1,1,1,1,5,5,5,4,1,5,1,1,1,1,1,5,5,1,5,1,1,1,5,5,2,2,"CA",3
5,4,3,4,3,5,5,3,4,4,3,3,1,3,3,2,3,3,2,4,2,1,5,4,4,1,3,"SG",3
5,5,5,4,5,5,5,4,0,4,1,3,3,5,1,4,1,4,3,3,5,4,5,4,5,3,4,"GB",3
4,4,2,4,4,4,5,4,4,2,5,2,2,2,5,1,4,4,5,2,2,2,4,4,5,2,2,"US",1
4,2,2,3,2,2,4,2,4,4,3,2,3,3,4,3,4,3,2,4,2,2,4,2,4,4,2,"US",1
5,4,1,4,4,5,5,3,4,5,3,3,2,3,1,4,2,4,3,2,1,3,4,3,5,1,2,"US",1
4,4,3,4,4,4,5,4,5,2,5,2,2,3,2,3,3,3,4,3,4,2,4,4,5,1,4,"US",1
5,3,4,3,3,2,5,1,2,3,4,2,1,4,4,1,4,3,2,4,1,1,4,3,2,1,1,"AU",1
4,4,3,3,2,4,4,3,3,2,4,3,2,2,4,2,2,2,3,3,3,2,4,2,4,2,2,"US",3
2,4,5,5,5,5,5,5,5,5,3,5,2,5,2,5,1,2,4,2,5,2,5,3,2,5,3,"US",3
5,4,4,4,4,5,5,2,5,5,1,4,2,5,2,4,2,4,4,2,2,1,5,2,2,4,2,"US",1
4,4,3,4,2,5,5,5,4,3,2,4,4,3,2,3,2,4,4,4,3,1,4,3,4,3,2,"US",3
5,2,4,3,3,4,5,3,4,1,4,2,1,2,5,1,4,2,1,5,4,1,4,2,2,2,2,"US",3
2,3,2,5,4,4,5,4,4,2,1,2,3,2,4,2,5,2,4,4,2,1,4,2,2,1,2,"US",3
5,5,2,1,5,4,5,5,5,4,3,4,3,4,5,5,5,5,5,2,4,5,5,5,5,5,5,"BO",3
5,4,4,4,5,5,5,4,5,3,3,2,3,3,1,3,1,3,3,2,3,4,5,4,3,5,4,"NL",1
5,5,4,5,3,3,4,4,5,4,2,3,4,4,2,4,2,4,3,4,1,5,3,3,5,1,2,"GB",1
4,2,5,4,2,4,5,2,3,5,2,4,3,4,2,3,2,4,2,4,3,1,3,1,5,4,1,"US",3
4,5,2,2,4,2,4,2,4,2,2,2,2,2,3,2,5,3,5,4,5,4,4,4,2,3,2,"US",1
5,4,1,1,1,4,4,1,4,1,4,1,1,1,4,1,4,2,2,5,1,1,4,1,5,1,1,"GB",2
5,2,3,5,4,5,5,3,3,2,5,3,2,4,3,1,2,2,4,3,5,2,1,3,3,4,1,"SK",3
5,4,3,5,4,4,4,3,4,2,4,2,3,3,4,2,3,3,3,4,3,2,3,3,5,1,3,"RO",1
5,3,3,4,4,3,4,3,4,2,4,3,3,3,4,2,2,3,3,4,3,2,4,3,5,3,3,"US",3
4,3,4,5,4,5,4,4,3,2,5,2,2,3,4,2,5,3,2,2,3,2,4,2,5,2,2,"CZ",1
4,2,5,3,3,3,3,4,2,3,3,3,4,4,1,4,4,4,2,3,2,2,3,4,3,3,3,"US",3
4,2,3,3,2,1,4,3,2,4,3,2,4,4,4,2,3,2,1,4,1,2,4,1,5,2,2,"US",3
5,5,5,4,5,5,5,5,5,5,1,5,4,5,1,5,1,5,5,1,4,4,5,5,1,5,5,"AU",1
5,5,5,3,5,4,5,5,5,5,2,5,5,5,2,5,1,5,5,3,5,4,5,5,2,5,5,"US",3
5,4,3,2,4,5,5,3,4,2,3,2,1,4,4,1,2,4,5,1,5,2,5,4,4,3,4,"US",1
4,3,2,2,1,1,5,1,4,2,4,1,2,4,4,2,2,4,2,5,1,1,2,2,5,1,2,"US",1
5,4,5,4,5,5,5,5,5,5,2,4,5,5,2,5,1,4,4,2,4,2,4,5,5,1,4,"US",2
3,4,3,4,3,5,3,3,4,4,5,2,2,4,4,3,3,3,4,4,2,3,4,3,2,3,3,"US",3
4,4,5,3,4,5,5,4,5,3,2,3,2,4,4,3,4,3,4,2,5,2,4,4,2,3,4,"US",1
5,0,5,5,5,5,4,4,0,3,1,3,5,4,1,5,1,3,4,2,5,5,3,4,5,1,5,"US",1
5,1,1,2,1,1,5,1,4,1,5,1,1,1,4,2,5,1,3,4,1,1,2,1,5,4,1,"GB",1
4,3,4,3,4,4,4,4,5,3,2,3,2,4,1,3,2,4,2,3,3,2,4,3,5,4,2,"US",3
5,2,4,4,4,4,5,2,2,2,1,1,3,2,4,2,4,4,2,5,1,1,1,2,5,3,1,"US",3
5,4,3,2,5,4,5,5,4,3,3,3,4,3,2,4,1,4,4,4,4,4,5,4,2,5,4,"AU",3
5,3,3,4,3,4,5,3,4,1,5,1,1,2,4,1,2,3,3,3,4,2,4,3,1,1,3,"GB",1
4,2,2,3,2,4,5,4,4,2,4,2,1,1,3,2,3,3,4,4,4,1,4,4,5,2,1,"GB",1
4,5,3,4,4,5,4,2,5,4,1,4,4,4,1,5,1,3,5,3,2,2,5,4,4,1,3,"US",1
5,3,4,5,4,3,5,4,5,2,5,1,2,4,5,1,4,4,2,4,3,1,3,3,4,2,3,"GB",1
5,5,3,1,5,5,5,5,5,3,4,1,1,3,5,1,2,4,4,3,4,3,5,3,4,4,4,"BE",1
5,3,2,2,4,4,5,2,4,3,2,4,2,4,4,4,4,3,1,5,2,1,4,3,5,1,3,"US",1
5,3,4,2,5,4,5,4,5,4,1,2,2,5,2,1,1,4,4,2,5,2,4,4,5,3,1,"FR",1
5,5,4,5,5,4,5,3,4,4,2,4,4,3,1,4,1,4,3,3,4,4,4,5,4,2,4,"GB",1
5,4,5,4,4,4,5,4,4,2,4,3,4,3,4,4,3,3,3,4,2,3,3,3,5,5,3,"GB",3
4,2,1,1,1,1,4,2,4,1,5,1,1,1,4,1,2,3,3,5,2,1,4,2,2,1,2,"FI",3
5,4,3,5,4,5,5,3,5,3,4,4,3,2,3,1,4,3,3,2,2,3,4,3,4,4,3,"AU",1
4,3,3,4,4,4,5,3,4,3,2,3,2,4,3,2,3,3,2,3,3,3,4,3,2,4,3,"GB",2
5,5,4,4,4,4,5,4,5,3,2,5,2,4,3,4,2,5,5,3,3,3,4,4,4,4,2,"US",3
4,2,3,1,4,5,5,4,4,5,3,2,2,4,4,2,2,2,3,2,2,2,2,2,1,3,1,"AU",1
2,2,4,5,3,2,2,3,4,1,4,1,1,5,5,1,5,3,1,4,1,4,4,1,4,1,1,"GB",1
5,4,2,3,5,4,5,4,4,3,4,3,2,1,5,4,5,4,2,5,3,3,5,3,4,3,2,"US",1
3,4,3,3,5,5,4,4,4,4,3,4,3,4,2,4,2,4,4,2,2,2,5,5,4,3,4,"US",3
4,4,4,4,5,5,5,4,5,2,4,2,1,5,2,3,2,4,5,4,1,2,4,4,5,1,2,"US",3
4,5,5,5,4,4,4,2,4,5,5,4,4,4,1,3,1,5,4,4,2,1,2,4,4,1,2,"US",3
5,3,3,5,5,4,4,3,5,2,4,2,3,4,3,2,2,2,4,3,3,2,5,3,4,3,2,"US",1
3,2,3,3,4,4,4,2,4,3,2,2,2,4,4,3,3,3,3,4,3,2,3,3,4,4,2,"CA",2
3,2,2,3,2,1,3,3,4,2,4,2,1,2,4,2,3,2,2,4,2,2,2,2,4,2,1,"HR",3
5,4,4,5,3,4,5,3,5,5,1,4,4,4,2,4,2,5,3,3,2,2,4,3,2,4,3,"US",1
5,3,3,4,2,3,5,3,3,4,5,3,3,3,4,4,1,5,3,3,4,5,3,3,3,3,3,"US",1
4,3,2,4,2,3,4,1,1,2,4,1,2,4,4,2,1,3,1,5,1,3,4,2,4,1,2,"US",3
4,4,3,4,2,3,1,2,4,4,3,2,3,5,4,5,2,2,1,3,1,1,3,1,5,1,1,"US",1
5,4,3,5,5,4,5,5,5,4,2,4,3,4,5,2,2,5,5,1,5,5,2,5,2,5,5,"GB",2
1,4,1,5,5,5,5,4,4,4,5,4,4,1,5,1,4,5,1,5,1,1,1,1,5,1,1,"CH",1
5,2,5,4,3,1,3,1,2,5,3,3,5,5,5,3,1,4,1,1,2,1,2,1,5,2,2,"US",2
5,5,5,3,4,4,5,5,4,3,5,3,2,4,3,2,3,3,3,4,4,2,4,3,2,1,4,"NL",3
4,3,2,3,4,4,5,2,3,2,4,2,2,2,2,2,4,3,4,4,2,1,3,2,2,4,3,"US",3
2,4,4,1,4,4,5,2,4,1,2,4,1,3,4,1,3,3,2,1,3,5,4,1,1,5,2,"US",1
4,3,3,2,4,3,4,4,4,5,2,2,4,3,2,3,1,3,3,2,3,2,2,3,1,4,1,"US",2
5,3,4,4,5,5,5,4,4,4,5,2,3,2,3,2,5,4,2,4,4,4,5,2,4,2,5,"US",1
5,5,4,2,5,5,5,5,5,5,1,5,2,5,1,5,1,5,4,2,3,4,5,4,2,5,5,"AT",3
4,2,3,3,3,4,5,3,4,2,5,3,1,2,3,2,3,3,3,3,3,3,5,2,2,2,2,"US",1
5,5,5,5,5,5,5,5,5,4,2,4,5,5,1,5,1,5,4,4,5,1,5,5,1,1,5,"EU",1
1,4,5,5,3,4,4,1,4,4,2,4,3,4,2,1,1,3,4,1,1,4,4,1,3,4,1,"US",1
5,4,4,4,4,4,5,5,4,3,3,1,2,5,3,3,5,3,2,5,4,1,5,2,5,5,3,"FI",3
3,4,3,3,2,4,4,3,3,2,4,2,2,3,4,2,5,2,2,4,3,2,3,2,5,4,2,"US",1
2,4,1,2,3,3,4,2,4,5,3,2,4,4,5,4,1,5,5,2,2,1,4,3,3,4,2,"AU",3
5,5,5,2,5,5,5,4,5,5,2,4,2,5,5,5,2,4,3,2,3,2,5,4,1,2,4,"US",1
5,5,2,2,5,5,5,5,5,3,2,2,5,5,2,5,1,4,5,3,2,1,4,4,5,2,4,"NO",1
4,4,3,5,4,4,5,3,4,3,5,4,3,3,5,1,3,2,3,5,2,1,4,3,5,1,1,"US",3
4,5,4,5,4,4,5,3,3,4,2,4,4,5,4,4,2,4,4,4,3,1,5,5,4,1,3,"GB",3
4,3,3,2,1,3,4,2,4,3,4,2,4,2,5,2,4,3,3,2,2,2,4,3,2,1,2,"CA",3
5,3,2,4,4,3,5,5,4,4,5,2,2,2,5,1,2,2,4,4,3,3,3,3,5,1,2,"EE",3
4,2,2,1,4,4,5,3,4,3,3,1,1,2,4,1,4,2,2,2,2,3,5,3,2,3,4,"GB",3
2,1,4,4,4,4,4,2,4,4,3,4,1,5,3,2,3,2,2,4,1,4,3,2,4,1,2,"US",3
2,3,3,3,1,1,4,1,3,2,5,2,2,3,3,4,4,2,2,4,1,2,2,1,4,2,2,"US",2
4,2,4,4,4,5,4,2,4,3,2,2,2,4,4,4,2,4,2,2,2,4,5,4,4,5,4,"BR",1
4,5,2,4,1,2,4,2,5,4,4,2,4,1,4,2,4,2,2,4,1,2,4,1,5,1,1,"US",1
4,4,4,4,3,3,5,3,2,3,4,3,2,3,4,2,4,3,4,4,3,2,4,3,4,1,2,"LT",1
5,4,4,5,5,5,5,5,4,4,2,4,5,5,1,4,1,4,4,3,5,4,3,4,2,5,3,"US",1
4,4,4,3,5,4,4,3,5,3,4,2,4,3,5,2,3,5,4,3,5,3,4,5,4,4,4,"US",1
4,4,4,4,2,2,4,2,4,4,2,4,4,2,4,4,3,3,3,4,2,2,4,2,4,4,4,"GB",1
3,2,2,4,2,3,3,3,3,2,5,2,2,3,4,4,2,3,2,4,2,2,4,2,4,3,1,"FR",2
5,5,2,4,4,5,5,4,5,1,5,3,2,4,4,3,1,3,5,3,3,3,5,4,5,2,5,"US",3
5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,1,5,5,1,5,5,5,5,5,5,5,"US",1
5,1,3,4,2,4,4,1,5,2,2,2,2,4,2,2,4,2,4,2,2,3,4,4,1,2,2,"US",3
3,1,1,2,1,1,2,1,3,4,4,1,1,4,2,1,4,2,1,1,1,1,2,1,5,2,1,"US",1
5,4,3,5,4,5,5,3,3,3,5,1,1,2,5,1,3,1,2,4,1,1,4,4,5,1,2,"US",1
4,3,2,4,3,4,5,3,5,4,2,3,3,4,1,4,1,3,2,2,4,1,5,2,5,1,2,"RS",2
4,5,3,3,4,4,5,2,4,3,3,2,2,3,2,2,2,3,3,3,2,2,4,2,3,2,3,"US",1
5,3,2,3,4,4,5,1,4,3,3,3,2,2,4,3,4,5,4,5,2,2,1,5,5,2,1,"US",2
4,4,4,4,2,3,4,1,4,4,3,2,3,5,4,3,2,2,2,3,1,3,4,2,2,2,2,"GB",1
2,1,4,4,2,2,3,2,4,3,5,1,2,4,5,3,4,2,1,4,1,2,2,2,5,2,2,"US",1
5,2,3,3,2,2,4,2,3,2,5,1,2,2,5,3,1,2,2,5,2,1,2,2,4,3,2,"US",3
3,3,4,4,3,3,4,3,5,4,2,4,2,4,5,4,2,4,4,3,3,4,4,2,2,4,3,"GB",3
4,5,4,4,5,5,5,5,5,3,4,3,4,5,4,2,2,5,4,4,5,2,5,3,4,5,5,"AT",3
5,3,5,4,4,5,5,5,4,4,2,3,3,3,1,5,2,3,5,3,5,4,4,3,2,5,3,"GB",2
5,3,3,1,2,3,4,1,3,2,2,3,2,3,5,1,5,2,2,2,3,2,5,1,5,1,4,"US",1
4,2,2,4,1,2,5,3,4,3,4,2,2,1,3,2,2,3,2,4,2,2,3,2,5,3,2,"CA",1
5,3,4,2,5,5,5,4,4,4,5,4,4,4,1,5,1,4,4,3,5,2,5,4,1,2,2,"US",3
5,5,5,4,5,5,5,4,5,3,1,2,5,4,4,4,2,3,4,3,1,2,3,4,5,3,4,"US",1
4,4,3,2,4,5,4,2,5,4,3,2,2,3,3,3,3,3,3,3,1,1,4,4,3,4,2,"CZ",1
4,1,2,1,1,3,5,2,2,1,4,1,1,2,5,2,5,4,2,4,1,1,4,2,2,1,2,"GR",3
5,4,4,5,5,5,5,4,5,2,3,1,2,5,2,3,2,3,3,5,2,1,5,2,2,3,3,"US",3
4,2,2,2,2,3,3,2,2,3,3,2,2,3,4,3,3,2,2,4,2,2,4,2,4,1,2,"GB",1
4,1,0,0,1,1,3,1,4,4,3,2,3,4,2,4,4,4,1,4,1,1,2,1,1,1,1,"US",3
5,4,4,5,4,4,5,3,4,3,3,3,4,4,2,2,4,5,2,4,5,2,4,3,5,2,4,"BO",2
2,1,2,2,2,2,2,2,1,3,3,2,3,4,3,3,4,3,2,4,2,1,2,2,5,1,1,"US",3
5,3,3,3,2,5,5,3,5,2,5,3,2,2,4,3,3,3,4,4,4,3,3,3,3,4,3,"AU",1
4,3,3,4,4,4,5,4,4,1,2,3,2,4,4,4,1,4,2,5,2,2,4,3,3,3,2,"US",2
