"M1","M2","M3","M4","M5","M6","M7","M8","M9","N1","N2","N3","N4","N5","N6","N7","N8","N9","P1","P2","P3","P4","P5","P6","P7","P8","P9","country","source"
5,4,4,4,4,4,5,5,5,2,5,3,4,5,4,2,2,4,4,2,2,4,4,4,5,4,4,"CA",2
5,5,5,5,5,5,5,5,5,5,3,2,5,5,2,5,1,5,5,5,1,3,5,5,5,3,5,"US",1
3,2,2,2,1,2,2,1,4,2,4,3,2,2,5,3,2,2,2,4,1,2,4,2,3,1,2,"GB",1
4,2,2,4,4,2,4,2,4,2,4,2,3,2,2,2,2,3,2,4,1,3,4,2,2,1,1,"EE",3
4,4,3,3,4,4,4,4,4,3,2,3,3,4,2,4,2,3,3,4,2,2,3,4,4,2,4,"GB",1
5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,1,5,3,5,5,4,1,5,5,5,5,"EG",2
4,4,3,4,3,4,4,2,4,4,2,2,1,4,2,3,2,4,2,3,2,2,3,2,2,2,2,"US",1
4,5,5,3,5,4,5,3,4,4,1,3,4,5,2,4,1,5,5,4,2,2,5,4,5,1,4,"US",1
4,4,4,3,4,4,4,4,3,3,3,2,1,3,4,4,4,3,3,2,1,2,4,2,4,2,2,"US",1
4,4,2,5,4,4,4,3,4,4,3,1,4,4,3,3,2,3,2,5,2,1,4,2,5,3,2,"CA",1
5,4,4,5,4,2,5,4,4,2,5,2,2,5,4,1,4,1,2,5,3,1,1,1,5,1,2,"US",1
4,1,2,3,1,2,3,3,4,3,2,2,1,2,2,1,4,3,2,3,2,1,2,2,5,1,1,"SK",3
4,2,3,3,1,1,3,2,3,3,4,2,2,3,4,3,4,2,2,5,2,2,2,2,5,1,1,"US",1
4,4,4,3,4,5,5,4,4,2,3,2,2,3,4,2,3,2,2,3,2,2,4,3,5,2,3,"CA",1
5,2,3,4,3,2,3,2,4,4,3,2,2,4,2,2,2,4,2,3,2,3,4,2,2,2,2,"US",2
4,4,5,5,5,5,4,2,5,3,2,3,3,5,1,3,3,5,1,4,1,5,5,4,2,1,4,"US",1
2,2,2,2,2,2,4,2,4,3,2,1,3,2,2,2,3,2,1,4,1,2,2,2,5,1,1,"US",2
5,3,4,4,5,2,4,3,4,4,5,3,3,4,2,4,4,4,5,2,5,4,5,4,4,4,4,"GB",3
5,5,4,2,0,5,5,5,5,1,5,3,2,5,4,4,4,2,4,2,4,2,5,4,5,1,5,"GB",3
5,4,5,4,5,4,5,4,5,4,2,4,5,5,1,4,1,4,5,5,4,5,4,3,2,5,4,"ZA",1
5,4,4,4,5,5,5,4,5,4,4,3,3,4,3,4,3,4,4,3,3,1,4,4,4,4,4,"US",3
4,4,2,4,4,4,4,4,4,4,3,3,4,2,2,2,2,4,2,4,2,4,4,2,2,4,2,"US",1
4,4,3,3,3,4,4,2,4,3,4,3,3,4,4,4,2,4,2,2,2,2,4,3,2,2,3,"US",1
4,2,2,4,3,3,5,3,3,2,3,2,3,2,4,2,3,3,2,4,3,2,2,2,4,2,2,"US",2
3,1,2,3,4,3,4,2,4,2,3,2,2,2,3,2,3,4,2,3,4,2,4,2,2,4,2,"LT",1
2,1,2,4,1,2,4,1,4,2,4,2,2,1,4,1,1,3,1,4,1,1,1,1,4,4,1,"GB",1
4,3,4,2,4,5,5,5,4,2,2,4,3,3,4,4,2,3,4,2,2,4,5,4,2,4,2,"GB",1
3,4,5,3,4,4,1,4,4,4,2,3,1,5,2,2,5,5,4,3,3,4,4,2,4,3,4,"US",1
4,2,3,2,2,2,2,2,2,4,4,2,2,2,3,4,2,3,2,4,1,2,2,2,4,1,1,"CA",1
4,3,2,4,5,5,5,4,4,3,3,2,2,2,2,2,4,3,2,4,4,2,4,4,5,3,4,"RU",1
5,4,3,2,5,4,5,5,4,5,2,4,4,4,1,5,1,4,5,2,4,1,4,3,2,3,3,"US",1
5,5,3,1,1,2,4,3,5,3,3,1,1,5,3,1,4,4,1,2,1,1,5,1,5,1,3,"US",1
5,3,4,4,5,5,5,5,5,1,5,1,1,2,3,1,5,1,4,5,4,1,4,1,5,5,2,"GB",3
4,3,1,2,1,4,4,2,4,2,4,1,1,5,2,3,4,4,3,3,1,1,1,2,5,3,2,"US",3
4,3,3,4,3,3,4,3,4,3,3,2,2,3,2,4,3,4,2,3,3,2,3,2,4,2,2,"US",3
5,5,5,4,5,5,5,5,5,4,3,3,4,4,1,5,1,5,5,2,5,3,4,4,3,5,5,"US",2
3,5,4,5,5,5,5,3,5,4,5,1,3,3,4,5,5,3,4,5,4,4,5,3,2,5,3,"US",2
5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,1,1,1,1,5,5,5,5,"AU",3
4,4,3,3,3,3,3,5,5,4,2,3,3,4,2,3,2,5,5,3,3,3,4,3,5,3,4,"SE",1
4,4,3,4,3,3,4,2,4,5,2,2,4,4,2,4,3,4,2,4,2,2,3,3,4,3,3,"RO",3
4,2,2,1,1,1,4,1,4,4,2,1,1,4,3,1,3,1,1,2,1,1,4,2,5,1,1,"AR",2
5,2,4,2,2,2,5,2,5,4,3,4,4,2,2,3,1,2,4,4,2,2,4,3,5,2,1,"US",1
4,4,2,4,4,4,5,2,4,4,5,2,2,3,4,1,4,2,2,3,2,4,4,2,4,1,4,"FI",3
5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,1,5,5,1,5,5,5,5,1,5,5,"ID",3
4,2,1,2,1,1,4,3,2,4,5,2,2,3,4,1,2,2,1,4,1,1,2,1,5,3,1,"AU",1
3,4,3,1,3,3,5,5,5,5,1,4,5,3,1,5,1,3,4,3,1,2,2,3,1,3,4,"EU",3
5,3,4,4,5,5,4,1,5,2,1,1,1,1,5,4,1,3,5,5,2,5,5,3,1,1,3,"GB",1
2,2,2,2,1,2,4,2,4,2,2,2,2,4,4,2,2,2,4,4,2,2,4,2,2,2,2,"SI",3
5,5,5,2,5,5,5,5,5,5,1,5,5,5,1,5,1,5,5,2,2,4,5,5,5,5,5,"US",1
3,4,3,2,1,3,3,2,4,5,2,2,3,5,4,2,2,4,3,2,1,1,2,3,5,1,1,"US",2
3,4,3,4,3,4,5,3,4,2,4,5,3,4,4,5,4,2,3,4,3,4,5,4,2,2,3,"US",1
5,4,4,3,3,4,5,3,4,4,2,4,2,5,2,4,2,3,3,3,2,2,4,3,5,5,2,"CZ",3
2,2,4,4,4,1,5,4,5,3,2,2,1,4,2,1,2,5,1,4,1,1,1,4,1,1,4,"US",3
4,5,3,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,1,5,5,1,5,5,1,"BR",1
5,5,4,5,5,5,5,5,5,3,2,3,5,4,1,4,1,5,5,2,2,4,5,4,3,2,5,"EE",2
1,1,1,1,1,1,1,1,5,3,5,1,1,1,3,5,1,1,1,5,1,1,1,3,5,1,1,"FR",2
4,5,3,3,4,4,4,2,4,2,4,3,2,4,4,2,2,3,4,2,2,3,4,4,4,1,4,"CN",1
5,4,3,3,4,5,5,4,4,4,5,3,4,2,4,4,1,3,3,3,2,3,4,2,4,4,2,"US",1
3,1,2,1,1,1,3,3,4,4,3,1,2,3,5,1,4,3,1,2,1,2,4,3,5,1,1,"US",3
5,4,3,5,5,5,5,5,5,5,4,3,3,5,3,5,2,5,4,3,3,5,5,5,5,3,5,"US",1
4,3,3,3,3,5,5,4,5,3,4,2,1,2,2,3,3,3,3,4,1,1,4,3,3,5,3,"NO",3
5,1,2,3,3,1,4,3,1,3,2,2,1,4,1,4,2,2,3,4,1,1,4,2,5,1,1,"US",2
4,5,5,5,4,5,5,3,5,5,1,4,5,5,1,5,1,5,5,1,2,2,2,4,1,5,5,"US",1
5,4,4,2,4,4,5,3,4,3,3,3,4,3,2,3,2,4,5,2,4,3,4,4,1,4,3,"US",3
5,4,4,4,3,4,4,5,4,4,3,3,3,4,2,3,3,4,2,4,3,3,4,3,5,1,3,"US",3
5,3,3,5,4,4,4,4,4,3,3,3,3,1,4,4,4,4,3,2,2,4,4,3,1,1,4,"AU",2
3,3,3,4,3,4,4,2,3,3,4,3,1,3,4,1,3,2,2,4,3,1,2,2,5,2,2,"CA",3
5,5,1,1,3,1,5,4,5,1,5,1,1,3,4,1,1,1,5,3,3,1,4,1,3,5,1,"BR",1
2,3,1,1,4,3,2,1,3,1,2,1,1,2,5,1,3,2,2,3,2,3,3,2,2,4,2,"AU",3
5,4,5,5,5,5,5,5,5,3,2,4,4,5,2,4,2,4,2,4,4,2,2,4,5,3,5,"AU",3
3,5,3,2,2,1,4,3,5,5,3,1,3,5,2,3,4,3,1,5,1,1,5,1,3,1,1,"US",3
5,4,4,3,5,4,5,4,5,3,5,3,4,3,4,1,2,4,3,2,4,4,4,4,2,1,4,"US",1
5,2,3,4,4,4,4,4,4,2,3,2,3,3,4,3,3,3,3,4,4,2,4,2,4,3,3,"US",2
5,4,4,2,3,4,5,3,4,4,2,3,4,4,2,3,1,3,2,2,2,1,3,3,2,1,3,"GB",1
5,4,3,4,5,5,5,4,4,3,5,3,3,3,2,3,2,3,4,4,2,3,4,3,2,4,3,"US",1
3,2,2,4,4,4,4,4,5,2,4,2,2,2,3,3,1,2,2,3,2,2,3,2,2,3,2,"DE",2
2,3,2,4,4,3,5,1,5,1,5,1,1,4,2,2,4,2,4,4,1,1,2,1,5,3,2,"US",2
3,2,3,3,3,3,4,2,4,2,5,3,3,4,5,4,3,2,3,2,3,3,2,3,4,3,2,"US",1
5,5,5,5,5,5,5,5,5,5,1,4,4,5,3,5,2,5,3,3,5,5,5,5,1,5,5,"US",1
4,3,2,3,3,4,4,3,2,3,4,1,2,3,2,3,4,2,2,1,2,2,2,3,3,4,1,"NZ",3
5,3,2,5,5,5,5,2,2,2,5,1,1,2,5,2,5,5,4,5,5,4,5,4,1,1,4,"US",1
4,3,4,3,4,5,4,2,4,3,4,2,3,3,4,2,4,5,2,4,1,2,4,1,4,1,2,"CA",1
5,4,3,4,1,3,5,4,5,4,5,3,3,3,1,4,2,2,3,3,1,1,4,1,2,3,1,"US",2
4,4,4,3,2,4,4,2,4,4,4,3,2,4,3,4,2,3,3,1,2,2,4,4,5,5,3,"US",1
4,4,2,4,5,4,4,2,4,2,4,3,3,3,1,3,5,1,5,4,2,2,4,2,1,3,2,"GB",1
5,5,5,5,5,5,5,4,5,5,1,5,1,5,1,1,1,2,5,1,5,2,5,3,5,1,5,"US",1
5,5,5,5,5,5,5,5,5,2,5,4,5,5,5,5,1,5,5,3,1,5,3,3,2,5,5,"US",3
4,5,4,4,2,3,5,5,4,3,4,3,5,5,1,5,1,4,4,3,4,1,5,2,5,5,4,"JP",3
4,3,4,2,3,4,3,2,4,2,5,2,4,4,4,2,5,2,4,4,2,1,5,1,5,1,2,"US",3
5,3,3,1,3,3,5,3,5,4,2,1,3,4,4,5,3,2,1,3,1,4,4,2,5,1,3,"GB",1
5,4,2,5,5,5,5,5,5,1,5,1,2,2,5,1,3,4,3,5,4,2,5,5,4,2,2,"US",1
5,4,3,4,4,4,5,4,4,3,4,3,3,2,4,3,2,4,5,4,4,3,4,3,2,1,2,"IL",1
4,3,4,4,4,5,5,5,4,4,4,2,4,4,1,3,1,3,3,2,2,4,4,2,5,1,2,"GB",3
4,3,2,4,2,3,4,3,4,4,2,2,5,3,4,4,2,4,2,4,2,1,3,2,5,1,3,"RU",3
3,4,1,1,3,3,4,3,5,4,2,1,1,4,2,4,2,4,2,2,1,4,5,4,4,1,2,"GB",1
4,4,4,2,5,5,5,2,4,5,2,3,3,4,1,5,2,4,5,4,4,4,4,5,1,5,2,"GB",1
3,4,4,1,4,1,4,4,5,3,3,3,4,3,5,5,4,4,1,3,3,1,4,1,5,1,2,"RU",3
5,1,3,4,4,5,5,3,5,3,4,3,2,3,1,2,1,2,4,4,3,1,1,3,2,3,2,"US",3
5,4,4,4,4,4,5,3,5,4,2,2,3,4,3,4,2,4,3,2,2,2,4,3,4,4,4,"US",1
5,3,4,4,2,4,5,2,4,5,2,3,3,4,2,4,1,4,4,1,3,3,2,3,2,5,2,"US",3
5,4,4,3,3,4,5,3,4,1,3,1,1,4,3,4,5,4,4,5,4,1,4,3,4,4,3,"GB",3
3,4,3,2,2,2,4,3,4,4,4,2,3,4,2,4,4,4,2,4,1,2,4,2,2,3,2,"US",2
4,4,5,2,2,4,4,5,5,4,2,4,2,5,3,4,1,4,5,2,3,2,5,4,1,4,1,"US",3
5,1,1,2,1,3,5,2,5,1,1,3,1,4,1,1,2,5,1,1,3,1,4,4,2,5,1,"PL",3
2,4,4,2,4,2,4,1,2,1,1,2,2,5,2,4,2,4,1,2,2,4,4,4,2,1,2,"US",1
4,3,2,4,4,4,4,2,4,3,3,1,2,3,4,2,2,2,2,4,3,1,4,2,3,1,2,"US",1
5,5,5,1,5,5,5,5,5,5,1,5,5,5,1,5,1,5,5,1,5,5,5,5,1,5,5,"CA",3
5,5,5,4,2,5,5,3,5,4,1,5,5,2,2,1,1,4,0,2,5,3,5,4,1,5,2,"CA",2
5,5,2,4,5,5,5,2,5,3,3,4,4,4,4,2,2,4,5,4,5,2,4,4,5,2,4,"US",1
5,5,5,4,5,5,5,4,5,3,4,4,4,5,4,4,3,4,3,4,4,4,5,4,5,1,5,"US",1
2,2,2,2,4,4,2,2,4,4,2,2,1,3,1,4,2,4,4,5,4,2,4,4,4,4,2,"US",3
4,2,3,4,4,4,4,3,4,2,5,1,2,2,1,1,5,2,2,5,2,2,5,1,5,1,1,"US",1
5,5,4,5,5,5,5,2,5,1,5,1,3,4,2,3,5,5,5,1,5,5,5,5,2,5,4,"CA",1
4,4,5,3,4,2,5,1,4,2,2,4,2,5,5,5,1,3,3,1,4,4,3,2,5,1,4,"GB",1
4,4,4,3,5,3,4,3,4,2,5,1,2,3,4,1,4,4,4,3,3,3,4,3,2,2,3,"US",1
5,5,5,4,5,4,5,4,5,5,1,5,5,5,1,5,1,5,3,1,5,5,5,4,1,5,5,"GB",2
4,1,5,3,3,4,5,3,4,2,3,1,2,5,3,1,2,3,3,5,1,1,5,3,1,1,1,"US",2
4,2,3,4,3,4,4,2,4,2,4,4,2,4,4,4,4,4,2,4,3,4,4,4,4,2,1,"US",1
5,4,5,4,3,5,5,2,5,4,2,4,4,5,2,4,2,3,4,2,5,3,4,5,1,5,4,"GB",1
5,3,3,3,4,4,5,3,4,3,3,2,2,3,3,5,2,2,4,4,3,2,4,2,1,3,3,"GB",1
5,5,4,4,5,5,5,5,5,4,1,1,1,5,1,4,1,4,4,1,5,2,5,5,2,1,4,"HR",3
4,2,3,3,2,3,4,2,4,2,4,2,2,2,4,2,4,3,2,4,2,2,4,2,3,2,2,"US",1
5,5,1,5,5,5,5,5,5,4,3,4,5,5,4,5,1,4,5,1,2,5,5,5,5,2,5,"GB",1
5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,1,5,5,5,1,5,5,"US",3
5,5,5,5,3,5,5,5,5,1,5,1,1,5,5,1,1,4,5,5,4,1,5,1,5,1,5,"BR",1
5,5,5,4,5,5,5,5,5,5,1,4,5,5,1,5,1,5,4,3,1,2,5,4,5,5,5,"US",1
5,1,4,3,1,1,0,2,1,4,1,5,2,3,4,1,4,4,4,3,1,4,2,4,5,4,1,"GB",2
4,1,3,3,3,3,4,2,2,3,4,3,3,3,4,2,3,3,1,5,3,4,4,3,4,1,3,"US",3
5,5,5,5,5,5,5,4,5,5,2,2,2,5,3,3,4,4,4,4,5,2,5,4,5,1,5,"IN",1
5,4,3,4,4,5,5,4,5,5,2,4,3,3,1,4,1,4,4,4,1,4,2,4,2,5,2,"GB",3
5,5,5,5,5,4,5,5,5,5,1,3,5,5,1,5,1,5,5,5,2,1,5,5,2,1,5,"ID",1
1,4,4,3,4,4,4,2,4,2,3,3,2,3,3,4,2,4,4,4,4,3,4,3,2,3,4,"ZA",1
3,2,2,2,5,4,3,2,3,2,3,2,1,3,1,1,3,3,3,2,3,1,3,3,5,1,1,"GB",2
5,3,1,1,5,5,5,5,5,5,1,4,5,5,1,5,1,3,2,3,5,1,5,5,5,5,5,"US",1
2,3,2,4,1,2,2,2,4,5,2,3,3,4,4,4,2,4,4,2,2,2,4,4,4,2,3,"GB",3
2,5,4,4,5,5,3,5,5,4,3,4,3,4,4,3,3,4,4,2,3,2,5,4,4,3,4,"MY",3
5,0,5,1,5,5,5,0,5,5,1,5,3,5,1,3,1,5,5,1,5,4,5,5,3,5,5,"US",1
4,4,1,2,5,4,4,2,5,3,2,2,2,4,4,4,2,2,4,4,2,1,4,3,5,3,2,"GB",3
4,4,3,2,4,3,4,3,4,4,3,3,1,3,3,2,4,4,4,3,2,3,5,3,4,4,4,"US",1
4,3,4,5,4,5,5,4,4,2,5,2,1,2,4,1,3,2,3,4,1,1,1,2,3,3,2,"FI",3
5,5,5,4,5,5,4,5,5,2,5,5,5,5,1,2,1,4,5,3,2,4,5,3,4,2,5,"US",1
5,3,5,5,5,5,5,5,5,3,5,3,3,5,4,3,2,5,4,1,5,5,5,3,5,3,4,"CA",1
5,4,2,1,4,5,4,4,5,2,2,3,1,3,5,1,2,1,5,3,4,4,5,5,3,1,3,"CA",1
5,5,5,5,5,5,1,5,5,4,1,4,1,5,1,5,1,5,5,1,5,5,5,4,5,3,5,"RS",1
2,1,2,5,5,2,2,2,2,1,4,2,1,3,4,1,3,2,2,3,5,4,2,2,5,4,1,"GR",3
5,2,3,4,4,4,5,3,2,1,4,2,4,2,4,4,4,2,3,4,4,2,3,2,4,1,2,"EU",3
5,5,2,5,2,2,5,4,5,2,3,2,4,1,3,2,1,1,2,4,1,1,3,4,5,1,4,"US",3
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"US",3
5,3,1,3,4,4,3,4,3,2,3,2,1,1,5,3,3,3,3,5,1,1,4,1,5,1,1,"RO",1
2,4,4,3,3,3,5,4,4,2,4,2,2,4,1,2,4,3,4,4,1,2,2,1,2,2,3,"US",3
4,3,2,4,4,4,5,2,4,2,3,2,2,3,4,2,3,2,3,3,2,2,4,2,3,3,2,"US",1
4,2,2,1,2,1,4,2,2,2,5,1,1,3,4,1,4,2,1,4,1,2,2,1,2,1,2,"US",3
2,1,3,4,2,5,4,1,1,3,5,1,3,2,5,3,4,3,1,5,1,1,1,1,5,1,1,"US",1
4,4,5,4,1,3,5,1,4,4,5,3,1,4,1,4,4,4,4,3,1,2,1,4,5,1,1,"GB",1
5,4,4,4,5,5,5,2,5,3,5,2,3,3,3,2,4,3,3,5,3,1,4,2,5,2,2,"US",2
4,4,4,3,4,4,5,3,5,4,3,3,2,4,3,3,1,4,4,2,2,2,4,3,2,1,3,"US",1
5,4,4,4,4,4,5,3,4,2,2,3,2,4,4,2,3,4,4,3,4,3,5,3,3,2,4,"FI",3
4,4,3,3,4,5,5,4,5,4,2,4,5,2,4,3,1,4,5,2,5,4,5,4,2,2,3,"US",1
3,2,3,5,5,5,5,3,4,2,4,2,1,5,4,1,5,3,2,5,1,1,4,1,5,1,1,"US",1
4,3,4,4,3,4,5,4,4,5,2,3,4,5,1,4,2,4,2,2,2,2,3,2,5,1,3,"US",2
4,4,4,4,3,4,5,4,4,3,3,3,2,4,4,3,4,3,2,4,2,3,4,3,5,2,3,"PH",1
5,2,2,4,4,4,3,2,4,2,4,2,4,3,4,2,5,2,3,4,2,2,2,2,2,2,2,"US",1
4,5,5,4,4,5,4,4,5,3,2,4,1,5,2,1,1,4,4,3,2,2,5,4,4,3,4,"GB",1
5,2,4,4,5,4,4,3,2,4,2,4,3,4,2,2,2,2,2,2,4,2,4,3,4,2,2,"ID",3
5,5,5,5,5,5,5,5,5,5,1,4,5,5,1,5,1,5,5,4,5,2,5,5,4,4,5,"PH",1
5,5,4,5,5,5,5,5,5,4,2,4,1,5,5,4,2,5,4,2,5,4,5,5,4,1,5,"GB",1
5,4,5,4,4,5,5,5,5,3,4,4,4,4,3,4,3,3,4,4,4,2,5,4,4,3,4,"US",1
4,4,4,2,4,4,4,2,4,2,2,4,3,4,3,2,4,2,2,3,4,3,3,4,2,2,4,"US",1
3,4,4,4,2,3,2,4,4,5,1,5,3,5,2,4,1,4,2,2,4,3,4,4,4,5,3,"US",1
4,4,5,2,4,5,5,4,4,4,2,4,3,4,2,3,2,4,3,3,3,4,5,3,4,4,4,"US",2
5,5,5,4,5,5,5,5,5,3,4,2,4,5,1,4,1,4,4,5,2,1,4,3,2,2,5,"GB",1
5,5,4,5,5,4,5,3,5,5,1,5,4,4,1,5,1,5,5,3,5,5,5,5,5,1,4,"US",2
4,4,4,5,4,2,5,2,2,2,4,2,4,4,4,3,5,3,2,2,2,4,4,2,5,1,2,"US",1
5,2,2,4,2,2,3,4,4,2,2,2,1,5,1,2,5,4,1,3,1,1,1,1,4,3,2,"US",3
5,4,4,4,5,5,5,5,5,3,2,4,4,4,4,3,2,4,2,4,3,2,5,3,5,3,4,"US",1
5,4,3,3,4,5,5,4,5,2,4,2,4,4,4,3,5,3,4,3,2,4,5,3,4,3,4,"EE",2
5,4,4,2,4,5,5,5,5,4,1,3,4,5,2,4,2,4,5,5,2,3,2,4,5,1,5,"GB",1
3,3,2,3,2,2,5,2,3,3,3,2,3,4,2,4,4,4,2,4,1,1,2,2,2,1,2,"US",1
5,2,5,5,5,5,5,5,5,4,1,1,1,5,5,4,3,3,3,3,3,2,5,2,5,5,5,"GB",1
1,5,3,4,5,5,5,1,5,5,1,3,1,5,1,5,1,3,3,1,3,1,5,1,2,1,1,"US",3
5,3,4,5,3,3,5,3,5,4,3,3,2,4,5,4,4,2,1,4,1,2,3,1,5,1,2,"GB",1
4,4,4,2,5,4,4,3,4,5,3,4,2,3,3,3,5,4,3,3,2,4,3,5,3,3,2,"US",1
4,2,2,2,3,2,4,1,2,1,5,2,2,1,5,1,4,2,2,4,2,1,2,2,4,3,1,"US",3
4,4,4,4,4,3,5,5,5,4,2,2,4,4,2,4,2,4,2,3,3,3,4,4,4,5,2,"US",3
4,4,3,4,4,4,4,3,4,2,4,3,2,4,4,2,2,3,4,3,3,2,4,3,4,4,2,"AU",3
4,2,1,4,4,2,5,4,4,2,4,3,3,2,1,2,1,2,5,4,2,1,4,2,4,5,1,"US",2
4,4,4,1,5,4,4,5,5,4,1,4,5,4,2,4,1,4,4,2,3,2,5,4,4,5,3,"CY",1
5,4,5,4,5,5,5,5,5,3,3,2,2,3,2,2,2,5,4,3,5,2,5,4,4,4,4,"US",3
5,3,3,3,3,3,5,3,3,3,4,2,1,3,4,4,1,3,3,3,2,1,4,3,5,1,2,"US",1
5,1,1,1,4,5,5,2,4,1,5,1,1,1,5,1,1,2,4,5,1,2,5,1,5,1,2,"AU",1
5,4,3,4,3,4,5,2,4,3,2,2,2,2,1,3,4,3,3,2,3,3,4,3,5,1,4,"US",3
4,2,4,3,4,4,4,2,4,3,2,5,2,4,3,3,2,5,3,2,3,4,4,3,4,3,4,"US",2
4,3,3,1,1,1,3,1,1,3,2,1,1,3,1,1,4,1,4,4,1,1,2,1,5,1,1,"HU",1
5,5,5,4,4,3,5,5,4,3,4,4,5,5,2,3,1,4,3,1,2,2,4,3,2,3,3,"GB",1
4,5,4,4,4,3,4,3,5,4,3,3,2,4,1,5,1,4,4,1,3,2,5,5,1,5,5,"GB",1
4,5,2,4,5,4,4,3,4,3,3,2,3,3,4,3,3,4,5,4,2,3,4,3,5,4,2,"US",3
4,3,2,2,3,3,4,2,2,3,4,2,2,4,4,2,4,2,2,4,2,2,3,2,3,2,2,"US",1
4,2,2,3,2,2,4,4,4,2,2,2,4,4,2,4,4,3,2,4,3,2,2,2,4,3,2,"US",1
4,1,1,2,1,1,3,1,1,4,4,4,3,3,3,2,2,3,1,5,1,1,2,1,4,1,1,"US",3
4,4,3,3,2,3,4,4,4,3,2,2,2,3,2,3,1,4,3,2,2,3,4,3,2,1,2,"US",1
5,4,5,2,5,5,5,5,5,3,3,3,3,5,1,3,3,5,3,3,5,4,5,5,1,5,5,"US",3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"US",1
3,5,4,5,5,5,5,4,5,4,2,5,2,5,3,4,3,4,4,2,1,2,4,4,5,4,5,"US",1
5,5,4,4,5,5,5,5,5,5,5,2,4,5,5,5,1,5,5,3,5,4,5,5,1,5,4,"LU",1
4,3,2,3,4,4,4,3,3,3,2,3,3,2,2,2,2,3,2,4,2,4,4,2,5,1,2,"GB",1
5,5,5,3,4,5,5,2,5,5,2,4,4,5,3,4,1,5,4,2,2,2,4,4,2,4,2,"US",3
3,2,2,3,3,4,4,3,3,3,3,3,3,2,4,3,3,3,2,2,2,2,4,2,4,2,4,"SG",2
5,5,5,5,5,5,5,4,5,5,1,5,5,5,4,5,2,5,5,2,5,4,5,4,5,3,4,"GB",1
4,3,2,2,1,3,4,1,2,4,4,2,1,3,4,1,4,3,4,5,1,2,4,3,1,3,4,"US",3
5,5,5,5,5,5,5,5,5,3,3,3,5,5,1,3,1,4,5,4,5,5,5,5,5,5,5,"RS",1
5,5,5,5,5,5,5,5,5,5,1,3,1,5,1,5,1,5,5,1,5,4,5,5,5,5,5,"GB",2
3,2,2,4,2,2,4,3,3,2,4,4,2,4,4,1,4,3,2,4,1,1,3,1,5,1,1,"US",1
5,5,5,5,5,5,5,5,5,1,3,1,1,5,5,3,1,5,5,5,5,5,5,5,1,1,5,"US",3
4,3,3,4,4,4,4,2,3,2,5,1,2,3,4,2,5,3,4,3,2,1,4,3,2,2,2,"CA",1
4,3,2,2,1,1,4,2,4,4,3,2,4,2,2,3,2,2,1,5,1,1,3,1,2,5,2,"US",1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"US",2
5,5,5,4,4,5,5,4,5,5,3,3,3,5,4,5,1,5,4,3,1,4,5,5,1,3,4,"US",1
