"M1","M2","M3","M4","M5","M6","M7","M8","M9","N1","N2","N3","N4","N5","N6","N7","N8","N9","P1","P2","P3","P4","P5","P6","P7","P8","P9","country","source"
4,3,3,4,4,4,4,2,4,4,3,2,2,3,3,3,4,4,3,4,2,2,3,3,2,2,2,"US",1
5,3,5,5,5,5,5,5,5,2,4,3,3,2,4,2,4,3,2,3,5,2,4,4,5,1,4,"US",3
5,4,4,4,5,5,5,2,5,4,2,3,5,4,2,4,2,3,3,4,5,2,5,5,5,4,4,"AU",1
5,5,5,4,5,5,5,3,5,3,3,4,1,5,5,5,3,2,4,4,5,1,4,5,5,5,1,"GB",2
5,3,3,5,5,4,5,3,4,2,2,2,5,3,4,2,5,5,5,4,3,2,4,3,5,4,4,"CA",1
3,1,4,1,4,4,4,2,2,3,2,2,1,3,3,2,4,2,2,3,1,1,2,2,1,5,2,"AZ",1
4,2,2,4,2,2,5,4,2,3,2,1,1,2,2,1,2,2,3,5,2,1,4,1,5,1,1,"US",1
4,4,3,4,3,5,5,3,5,4,4,2,2,4,4,2,4,3,4,3,2,2,4,2,4,1,3,"CA",2
4,4,5,4,5,5,5,3,5,4,3,5,5,5,3,2,2,4,1,4,2,5,2,3,5,3,2,"US",1
4,4,4,4,4,5,5,4,5,2,2,3,4,4,2,4,2,3,4,4,3,1,4,5,5,1,5,"US",1
3,4,2,3,2,3,4,1,3,3,2,1,4,4,1,3,4,4,4,4,1,3,4,1,2,1,4,"US",1
4,3,2,4,2,3,5,3,4,4,4,2,2,4,4,2,4,3,2,2,2,3,4,2,5,2,2,"US",1
5,3,5,4,1,2,4,2,3,3,3,2,2,3,4,1,3,3,3,5,1,2,4,1,5,1,1,"US",2
4,1,4,3,2,3,5,1,3,3,4,1,2,4,4,1,1,5,2,4,1,5,4,1,1,2,4,"GB",3
5,5,4,4,5,4,5,4,5,2,4,3,2,4,2,4,3,3,3,4,4,2,5,3,5,5,4,"GB",1
4,2,3,4,3,2,4,3,3,2,2,2,2,4,2,3,4,3,2,3,2,2,4,2,5,2,3,"US",1
5,2,4,3,3,4,5,2,4,3,5,2,1,4,4,1,5,3,1,5,1,1,4,1,4,1,2,"GB",1
4,5,3,4,2,5,5,3,4,5,4,1,4,3,5,5,1,4,4,4,3,2,3,4,5,1,3,"US",1
5,4,4,5,4,5,5,5,4,4,2,4,5,3,1,5,2,4,5,3,4,2,5,4,5,3,5,"US",1
5,5,4,4,5,4,5,5,5,2,1,4,5,4,1,2,1,4,2,4,4,3,5,5,4,4,5,"GB",1
3,1,1,3,1,1,3,1,2,4,4,2,2,1,3,2,3,3,2,3,1,1,2,2,4,1,1,"GB",3
3,2,3,2,1,3,5,4,3,2,4,2,2,2,5,2,4,2,3,4,2,1,2,1,5,5,1,"CA",2
4,4,2,4,4,3,5,2,5,2,1,2,3,4,2,5,2,2,3,2,2,3,4,2,2,2,4,"GB",1
5,2,1,4,5,4,5,1,5,5,3,1,1,5,4,4,2,5,2,5,4,4,4,4,5,1,4,"IN",1
5,1,4,4,1,1,4,4,3,3,3,2,2,2,2,2,2,4,2,5,3,1,4,2,5,2,2,"GB",1
4,3,4,4,5,4,5,2,5,3,5,3,2,4,5,3,1,2,1,4,1,1,4,1,5,3,3,"US",3
5,3,5,2,4,4,4,3,4,4,2,3,3,4,3,4,0,4,3,2,3,2,4,4,2,2,0,"GB",2
4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,2,2,4,4,4,4,2,4,3,5,1,4,"RO",1
4,5,4,4,5,5,4,4,4,2,2,3,1,4,1,1,2,4,5,4,2,1,4,3,1,1,4,"GB",1
5,5,2,4,4,4,5,2,5,3,4,3,4,3,4,1,4,4,4,4,3,1,2,3,5,1,4,"NL",2
5,4,4,5,5,4,5,4,4,5,3,3,4,5,2,5,1,4,4,1,4,2,3,3,5,3,4,"ES",1
5,4,4,4,5,4,5,3,5,3,5,3,5,2,5,1,1,3,2,2,1,2,5,1,1,2,2,"US",1
5,4,4,5,5,4,5,4,4,3,4,2,2,3,4,1,4,4,3,5,3,2,3,4,5,2,2,"CA",1
5,3,5,3,4,3,4,3,3,3,3,2,3,4,2,5,2,4,4,2,4,3,4,5,1,1,4,"DE",1
5,4,4,2,5,4,5,4,4,3,3,2,2,5,4,2,3,4,5,3,4,4,5,3,2,2,4,"GB",1
5,3,2,3,1,2,5,3,3,3,2,1,3,2,2,2,2,2,3,5,2,1,4,1,5,1,1,"US",1
4,2,2,2,3,4,4,2,3,4,2,2,2,4,3,4,4,2,3,4,2,2,2,3,4,2,2,"GB",1
5,5,3,4,4,5,5,4,5,3,5,2,3,3,3,2,2,4,3,4,3,2,4,4,2,3,4,"US",1
4,2,2,3,3,4,5,2,4,3,2,2,2,4,4,4,2,3,2,3,2,1,4,3,4,2,2,"AU",1
4,4,5,5,5,4,5,5,4,5,1,2,5,5,1,5,1,3,4,4,4,3,4,3,4,3,5,"GB",1
5,3,2,4,4,4,5,5,4,4,2,4,4,5,1,5,1,4,5,1,5,3,4,4,1,5,5,"JE",2
4,5,5,5,4,4,3,5,5,5,1,4,5,5,4,4,2,4,4,4,4,5,5,5,2,4,5,"ID",1
5,4,3,5,5,4,5,5,5,1,2,1,1,3,1,4,1,1,2,5,5,1,4,2,5,5,5,"RU",3
3,3,3,2,3,5,3,1,5,2,3,2,3,2,2,3,2,3,5,2,5,3,5,5,5,1,5,"US",3
5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,1,1,2,4,1,1,1,5,5,5,2,5,"US",1
1,3,2,1,5,2,5,3,4,4,4,4,1,3,5,1,3,5,3,2,5,1,5,5,2,1,1,"US",1
3,2,3,3,2,2,2,3,3,2,4,2,2,3,4,2,4,2,2,4,2,2,4,2,2,2,2,"US",1
4,4,4,5,5,4,5,3,4,3,2,3,3,4,5,4,3,4,2,5,2,1,3,3,5,1,2,"US",3
4,3,4,4,1,2,4,1,4,3,3,3,2,3,4,4,2,1,1,2,1,2,4,1,4,2,3,"TH",1
5,4,4,3,5,4,5,3,4,3,4,4,3,4,3,4,3,4,4,3,2,3,4,3,3,4,4,"US",1
4,4,3,2,4,3,4,5,4,3,5,3,5,2,2,5,4,2,4,2,3,2,5,3,4,5,3,"GB",2
5,4,4,5,3,4,5,1,4,5,2,4,2,4,2,3,2,4,2,5,2,1,4,3,5,1,1,"RS",1
5,5,5,4,4,4,5,4,5,5,2,3,3,5,2,4,1,4,5,2,4,5,4,4,1,2,3,"AU",1
5,4,4,5,4,4,5,4,4,2,2,2,2,2,2,2,4,4,2,2,4,4,4,3,2,4,4,"US",2
5,4,4,4,4,3,5,5,4,3,3,3,3,5,3,5,2,5,3,3,3,4,5,3,1,5,4,"US",3
4,3,4,4,3,5,5,4,5,4,2,2,3,4,2,3,2,3,4,2,3,2,4,2,5,5,2,"US",1
3,1,1,1,3,3,5,1,5,2,4,2,1,3,4,4,3,3,1,3,2,1,4,2,5,1,1,"AU",3
4,4,3,2,4,2,4,4,4,4,2,4,2,4,2,4,1,4,4,3,2,3,4,2,5,2,3,"BG",2
5,4,3,3,4,4,4,3,4,4,2,4,3,4,2,3,2,5,2,3,3,2,4,3,5,3,2,"PL",1
5,4,4,5,4,4,4,5,5,2,5,2,1,4,5,1,4,4,2,4,2,1,3,3,3,4,4,"GB",1
1,1,2,3,1,3,2,1,3,3,3,1,0,2,4,2,4,2,2,3,1,1,2,1,3,3,1,"US",3
5,5,4,4,4,4,5,5,4,4,2,2,2,2,2,2,4,4,4,4,4,4,5,4,2,2,4,"NZ",3
4,4,3,5,4,2,4,3,5,3,2,3,2,3,2,3,4,2,2,2,2,2,4,3,5,1,5,"US",2
5,2,2,4,4,5,5,3,5,2,2,1,1,4,2,1,1,3,3,3,3,1,4,3,5,3,1,"GB",2
4,2,2,4,4,4,5,1,5,3,3,2,4,2,4,3,5,1,2,4,1,1,4,1,5,1,2,"DE",1
4,2,3,2,3,3,5,2,3,4,2,3,2,4,4,3,1,4,4,2,4,2,4,3,2,1,2,"GB",1
5,4,4,4,4,5,5,4,5,5,5,5,5,5,1,5,1,5,4,1,2,3,4,4,3,4,4,"US",1
5,5,5,4,4,5,5,4,5,3,3,3,2,4,5,3,2,5,4,4,3,3,2,4,4,1,5,"GB",1
4,2,2,3,2,3,4,2,4,4,2,1,2,2,4,2,2,3,2,5,2,2,4,1,5,1,1,"US",3
4,3,2,4,4,3,5,2,2,3,4,2,1,4,2,2,4,2,4,4,3,1,4,2,5,3,2,"US",3
5,4,5,5,5,5,5,5,4,1,5,1,1,4,5,2,4,4,5,4,1,2,2,2,3,3,4,"GB",1
5,5,3,3,3,3,5,1,1,3,5,1,3,3,5,3,5,1,1,3,1,1,3,2,5,1,1,"PH",1
4,4,3,3,3,3,4,2,3,2,4,1,4,4,3,1,2,3,4,5,1,1,1,1,5,1,1,"US",1
4,2,5,1,5,2,2,3,5,5,2,5,2,5,1,4,1,4,5,1,4,4,4,4,1,5,4,"GB",1
5,4,5,5,5,5,5,5,5,3,1,5,1,5,3,1,5,1,0,1,5,1,1,1,5,4,1,"US",3
5,2,2,3,4,5,5,4,4,4,5,1,1,2,4,1,4,1,4,3,1,1,2,3,5,2,3,"CA",1
4,4,4,4,4,5,4,4,4,3,2,3,2,4,4,2,2,3,4,4,5,2,5,4,4,4,4,"CA",1
5,5,5,2,5,5,5,5,5,4,2,4,5,4,4,5,2,5,4,3,5,5,5,5,5,5,5,"US",1
5,3,3,2,4,5,5,4,4,4,5,2,3,4,4,2,2,5,3,2,5,1,4,4,5,3,3,"GB",1
5,5,5,5,5,5,5,5,5,5,2,3,3,5,3,5,5,3,5,4,5,4,5,3,5,1,5,"GB",1
5,3,4,4,4,5,4,4,4,5,3,4,3,5,2,4,2,5,4,4,3,4,4,4,1,3,2,"CA",1
5,5,3,4,5,5,5,5,4,3,4,2,4,3,1,5,1,4,3,4,4,3,5,4,1,1,5,"FI",3
4,5,3,4,5,5,5,3,5,5,4,1,1,4,3,2,1,4,4,3,4,2,4,4,2,4,4,"DE",2
5,4,4,5,5,5,5,4,5,1,5,1,1,5,5,1,1,1,3,1,1,4,4,3,4,4,4,"GB",1
5,5,5,4,5,5,5,5,5,4,2,2,5,5,2,2,1,5,3,2,2,3,4,2,4,4,5,"AE",3
5,3,4,5,4,4,5,3,5,4,5,1,4,4,4,4,5,1,3,1,2,4,3,2,4,1,3,"GB",1
2,2,3,3,2,3,3,3,3,2,3,3,4,3,4,2,4,3,3,2,2,3,2,3,1,4,1,"US",1
5,3,3,4,4,5,5,5,5,3,4,1,3,2,5,1,3,5,2,2,3,1,5,5,5,3,3,"US",1
5,5,5,4,5,4,5,5,5,5,1,4,5,5,4,2,3,4,5,3,3,4,4,3,4,4,5,"AU",2
4,4,4,3,4,5,5,4,4,3,3,4,4,3,4,4,3,3,3,3,4,2,3,4,5,1,3,"KR",1
3,4,2,3,3,4,4,2,4,2,4,2,2,4,4,2,4,2,3,3,3,3,4,2,2,4,2,"US",1
5,4,4,3,5,5,5,4,5,3,2,4,2,5,2,5,1,5,5,4,4,2,5,5,2,5,5,"IN",2
4,3,5,2,4,4,5,4,4,3,5,3,1,4,4,3,4,3,3,3,4,2,4,4,3,4,3,"GB",1
2,3,2,2,1,3,4,2,4,3,3,1,3,4,3,3,2,2,2,4,2,2,4,2,4,3,2,"GB",1
5,5,3,4,5,4,5,5,5,4,5,5,4,3,4,3,2,5,5,2,5,4,5,5,4,3,5,"SK",1
5,5,3,1,5,5,5,5,5,1,3,1,1,1,1,3,3,1,5,5,5,5,5,5,3,5,5,"AU",1
4,4,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,"US",1
5,5,5,5,5,3,5,5,5,2,2,4,1,4,3,1,2,4,4,4,5,4,5,4,1,3,2,"PL",1
5,4,4,4,4,2,4,4,4,2,4,4,2,2,4,2,1,2,2,4,2,2,2,2,2,4,2,"IE",3
3,4,5,5,5,4,3,3,5,4,4,4,3,4,3,4,3,5,4,5,5,4,5,4,3,1,3,"AU",3
4,1,5,4,4,4,5,1,4,2,4,1,2,4,5,1,5,2,1,4,1,2,4,2,1,1,2,"US",3
5,5,4,4,5,5,5,2,5,5,2,4,5,5,4,4,2,4,4,2,2,1,5,4,4,4,4,"US",2
3,2,1,2,1,1,4,3,3,4,2,3,4,4,1,4,2,3,1,4,1,1,5,1,2,1,1,"CZ",2
3,2,2,2,2,2,3,3,3,2,3,3,3,2,3,3,4,3,1,2,2,2,3,2,5,2,2,"IN",2
5,3,4,4,4,5,5,4,4,4,4,3,3,4,4,3,2,4,3,2,2,3,4,4,1,1,2,"US",3
4,4,4,3,3,3,5,4,4,3,2,1,2,5,4,3,4,4,2,5,2,2,4,3,4,3,4,"KR",3
4,2,4,3,2,3,4,2,4,4,4,3,1,4,4,3,2,2,2,4,2,1,4,3,4,1,2,"US",1
5,4,3,5,3,4,4,2,4,4,5,1,1,4,4,1,5,1,3,5,3,1,4,4,5,1,1,"SE",1
5,4,3,3,4,5,5,4,4,4,5,4,4,4,4,2,2,4,4,3,2,1,4,4,3,2,3,"US",3
5,4,5,4,3,2,5,5,4,2,5,1,1,5,5,1,2,3,1,5,3,2,5,3,5,1,5,"GB",1
2,3,4,4,1,1,2,4,5,4,3,2,3,5,1,4,4,5,1,4,1,1,3,3,5,1,2,"US",1
3,2,1,3,1,4,4,1,2,4,4,2,3,3,2,4,4,4,2,5,1,1,3,2,4,4,1,"US",1
3,2,3,3,3,1,5,1,1,4,4,1,2,1,4,3,3,5,1,5,1,1,3,1,1,1,1,"AU",1
5,4,5,4,5,5,5,4,4,2,2,1,3,4,1,2,1,3,5,3,1,1,5,4,5,1,4,"BR",2
2,1,1,2,2,1,3,2,2,2,2,1,2,2,4,1,3,3,1,5,1,2,1,1,5,1,1,"US",1
5,4,5,4,4,4,5,3,5,2,4,3,4,3,3,4,2,2,4,3,1,3,3,2,5,2,3,"RS",1
5,2,2,2,2,4,4,2,4,3,4,3,3,3,2,2,2,2,3,4,1,1,2,2,4,4,2,"CA",1
4,3,1,4,3,4,4,2,2,2,5,1,2,2,5,1,3,4,1,5,3,2,4,3,5,1,1,"CA",1
4,4,4,4,4,4,4,3,4,4,1,4,4,4,1,4,2,3,4,2,3,2,4,3,2,1,4,"GB",3
5,5,3,4,4,4,5,4,5,5,2,3,5,5,3,5,1,5,5,2,1,3,4,4,3,1,3,"US",1
4,3,2,3,2,3,4,2,2,2,4,3,2,2,4,2,3,2,2,3,3,2,4,2,5,3,2,"FI",3
5,4,3,2,4,4,5,3,5,3,2,5,3,4,2,4,2,3,4,2,1,4,3,4,4,4,5,"GB",3
5,1,1,1,1,1,3,1,1,1,3,1,1,1,2,1,3,1,1,4,1,1,1,1,5,1,1,"US",3
3,1,2,4,3,2,4,2,3,4,3,1,1,4,2,4,4,3,1,2,1,1,1,1,5,3,2,"US",2
4,3,3,4,4,4,4,2,4,3,2,2,3,3,2,3,2,3,1,4,2,1,3,3,4,1,3,"US",3
2,1,3,2,1,1,3,2,1,2,4,2,2,4,4,3,4,1,1,4,1,1,2,1,5,2,1,"GB",2
4,4,4,4,2,2,4,2,4,2,2,2,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2,"US",3
4,4,5,4,5,3,5,4,4,3,3,3,2,5,2,5,2,5,2,3,5,4,4,4,3,3,5,"US",2
2,5,5,4,4,4,2,2,5,4,1,5,1,2,1,2,4,2,2,4,4,1,4,4,5,1,4,"US",1
5,3,4,3,4,5,5,2,4,4,1,1,5,4,1,5,1,4,5,5,4,3,2,5,2,5,1,"TH",3
3,1,2,2,1,1,4,1,4,3,3,1,1,2,2,3,3,4,1,3,1,2,2,2,4,1,1,"US",1
4,5,4,5,5,3,2,5,5,4,1,4,5,5,2,5,3,5,3,2,5,3,1,2,5,5,4,"GB",1
4,2,2,4,4,4,4,2,4,4,2,2,2,4,2,2,4,4,2,4,2,1,2,2,4,2,1,"US",1
4,4,4,4,4,4,5,2,5,4,1,2,4,4,3,2,2,3,2,2,3,3,4,3,3,4,4,"US",1
4,3,2,1,3,3,5,2,3,1,5,1,1,1,3,1,5,4,2,4,2,1,5,3,5,1,2,"US",2
4,4,3,4,3,4,4,3,3,2,5,2,4,3,4,4,4,3,4,4,3,3,4,2,3,2,3,"US",2
5,4,4,4,5,5,5,4,4,2,4,1,1,4,4,1,4,2,4,4,1,1,4,1,4,1,1,"US",1
4,4,4,4,5,4,5,1,4,1,5,1,1,3,2,4,1,1,5,1,4,5,4,2,5,1,4,"US",1
4,4,4,4,4,4,4,3,4,4,2,4,4,4,2,3,5,4,5,2,5,4,5,3,5,3,2,"US",1
3,3,2,2,1,1,2,4,4,2,4,1,1,1,4,1,3,2,1,4,1,1,4,1,4,1,2,"GB",1
5,2,4,5,4,5,5,2,5,4,1,1,1,4,4,2,5,4,1,2,1,5,4,3,5,3,1,"US",1
3,3,1,4,3,1,4,3,5,3,3,3,1,2,3,1,3,2,5,3,3,1,5,2,1,3,1,"RO",3
5,4,5,4,5,4,5,2,4,3,2,3,2,5,4,4,2,4,2,5,4,3,4,4,5,4,3,"AU",3
4,3,4,4,4,4,5,4,4,3,4,2,3,5,2,3,5,4,4,2,5,4,4,3,1,4,2,"CA",3
5,5,5,2,5,5,5,5,5,5,1,4,3,5,1,4,2,5,4,1,3,3,5,4,2,4,5,"GB",1
4,4,4,4,4,5,5,3,5,4,3,3,5,5,2,5,1,4,3,2,3,3,5,3,2,1,4,"US",1
5,5,5,2,4,5,5,4,4,3,5,4,2,2,4,3,4,4,3,1,1,2,5,4,4,3,3,"PH",1
5,4,5,4,3,3,4,4,4,4,3,2,2,5,3,2,3,4,3,4,3,2,4,4,4,1,2,"KW",2
4,2,4,2,4,3,4,2,3,4,3,2,4,3,2,3,5,2,1,4,2,2,4,3,5,3,2,"US",1
4,3,2,5,1,4,4,4,4,3,2,2,3,5,3,2,2,4,4,2,4,2,2,2,2,4,1,"AE",1
5,5,5,5,5,5,5,5,5,3,4,1,1,4,2,1,2,5,2,5,2,1,2,2,5,1,3,"US",3
3,1,2,3,3,1,4,2,3,2,3,2,3,3,5,4,4,3,3,3,1,4,4,1,5,1,1,"GB",1
4,1,2,3,4,3,3,1,3,1,2,1,1,1,5,2,4,1,1,5,1,1,2,2,5,2,1,"BR",3
5,4,4,3,3,3,5,3,4,4,3,3,2,5,5,5,2,4,3,1,4,4,5,3,3,4,4,"IE",1
5,4,4,2,4,4,5,2,5,4,2,4,3,4,4,4,1,4,4,2,3,3,5,4,5,5,3,"US",3
5,5,5,4,4,3,5,4,5,3,1,3,3,5,1,2,2,4,4,2,5,2,4,3,1,4,3,"SE",2
4,4,2,4,4,5,5,4,5,4,1,4,1,4,4,2,5,4,3,2,4,3,5,5,1,5,4,"US",1
5,4,3,3,4,4,5,1,5,4,3,3,4,5,4,4,1,4,4,4,2,2,4,3,4,3,2,"US",2
5,4,4,4,5,5,5,4,5,3,2,3,1,2,2,3,1,4,5,4,4,3,2,5,5,1,1,"GB",1
5,5,5,5,5,5,5,5,5,3,3,1,3,3,3,3,3,3,1,5,1,1,1,1,5,3,5,"RO",1
5,4,1,1,5,5,5,5,5,5,1,5,1,1,1,5,1,5,5,1,1,5,5,5,3,3,1,"US",1
4,4,3,3,1,3,5,1,2,3,5,2,4,4,2,2,4,4,2,4,1,2,3,3,5,1,1,"GB",1
5,3,3,4,4,4,5,3,5,1,5,1,1,2,5,1,4,4,3,4,1,4,4,2,5,1,2,"US",1
4,1,3,2,1,1,3,3,4,5,3,4,2,4,2,4,4,3,1,2,1,1,1,3,4,2,2,"US",1
2,4,4,5,4,3,5,2,5,4,4,2,3,4,4,2,4,5,3,3,4,1,4,4,2,4,4,"CA",3
4,2,2,4,5,4,4,3,4,4,3,2,2,4,2,2,3,3,4,4,1,2,3,2,5,3,2,"US",1
4,4,3,2,4,4,5,4,5,4,4,2,2,4,4,1,2,3,4,4,2,1,2,2,2,5,2,"US",3
5,4,4,4,4,3,4,4,4,3,3,3,4,3,2,4,4,4,3,4,4,2,4,3,2,4,3,"US",3
5,5,4,5,4,2,4,2,5,4,1,5,4,4,2,4,2,3,2,2,2,1,3,2,1,1,2,"US",1
5,3,3,5,3,5,5,2,5,2,2,3,5,5,2,5,4,5,3,5,4,1,3,3,5,1,2,"IN",1
5,4,2,4,4,4,4,2,4,3,5,2,3,2,3,2,4,2,2,3,1,1,4,3,5,1,4,"CA",1
4,2,2,3,2,3,4,1,2,1,5,1,1,3,4,1,5,2,1,4,1,1,4,1,4,1,1,"CA",1
5,4,2,4,3,1,5,3,4,3,4,1,2,2,5,5,1,3,1,5,1,1,4,3,5,1,1,"US",1
2,1,2,3,1,4,3,3,4,1,2,2,2,2,2,3,2,1,1,4,1,1,1,1,3,2,1,"HR",2
4,4,5,5,4,4,5,4,4,3,2,2,3,4,3,2,2,4,2,3,3,3,4,2,5,1,4,"FI",3
5,5,5,5,5,4,5,4,5,3,2,3,3,4,4,3,1,4,4,2,5,2,4,3,4,2,4,"US",3
5,5,5,3,5,4,5,5,5,4,4,2,3,5,2,5,1,4,4,2,1,2,5,5,5,5,5,"US",1
5,4,3,2,3,5,5,3,4,4,2,4,3,4,2,4,1,5,5,5,2,5,5,3,1,4,3,"US",2
5,1,1,3,1,1,1,1,3,3,5,3,1,1,5,1,1,3,1,1,1,1,1,1,1,1,1,"CA",2
5,1,1,5,4,1,5,4,1,2,5,5,1,1,3,1,4,4,4,2,5,3,4,2,1,1,1,"IE",3
4,3,2,2,1,1,5,4,4,4,2,2,2,3,1,5,3,2,4,4,1,1,3,2,5,5,1,"GB",1
4,1,1,1,1,1,4,1,2,2,5,1,1,1,4,1,4,3,1,5,1,1,1,1,5,1,1,"US",1
5,5,5,3,4,5,5,5,5,4,3,5,4,5,4,3,2,5,5,3,5,3,5,5,1,5,5,"GB",1
5,5,5,5,5,5,5,1,3,1,2,3,3,5,1,5,1,5,5,3,3,5,5,4,1,1,3,"US",1
4,5,4,4,5,5,4,5,5,2,3,4,3,4,4,1,3,5,3,4,3,1,5,2,5,3,3,"DE",1
4,5,5,2,5,4,5,4,5,2,5,4,1,4,2,1,3,2,4,5,5,1,5,2,1,5,4,"US",1
2,5,4,5,5,4,4,4,5,4,4,3,2,4,4,4,2,4,5,2,4,1,4,3,4,1,4,"US",1
5,5,4,4,4,5,5,2,5,3,3,4,2,5,4,2,4,2,4,2,4,2,4,4,2,3,3,"IN",1
2,4,3,3,4,4,5,2,5,4,3,2,1,2,2,3,3,4,3,2,1,3,4,3,5,2,2,"US",2
4,4,2,3,4,5,4,2,4,3,4,2,4,4,3,3,2,3,4,5,2,3,4,2,4,2,3,"SE",1
4,5,4,5,5,5,5,3,5,5,5,3,4,5,2,4,4,4,5,4,4,1,3,5,5,1,1,"PH",1
4,5,3,2,5,4,5,4,4,4,4,1,2,2,2,3,3,4,4,5,2,1,4,4,4,2,4,"CZ",1
4,4,5,3,4,4,2,3,4,3,2,4,2,4,2,2,3,2,2,4,2,2,5,2,2,2,4,"US",3
2,5,5,5,5,5,3,5,5,5,5,3,5,5,1,5,1,5,4,3,4,3,3,4,5,3,5,"US",1
4,4,5,3,5,1,5,4,5,5,1,4,2,4,1,1,4,4,4,4,1,1,4,5,5,1,5,"AU",1
3,4,5,2,4,3,3,4,4,2,1,4,4,4,1,4,2,3,3,3,4,4,5,4,2,4,5,"US",1
5,5,5,1,5,5,5,5,5,5,3,3,1,5,1,5,1,5,5,5,5,1,5,5,1,4,5,"DK",1
2,1,2,2,1,1,2,1,1,3,4,1,3,1,4,4,3,3,1,3,1,3,4,1,4,1,1,"GB",1
4,3,4,3,4,3,4,4,4,4,3,3,3,4,3,2,2,4,4,2,4,4,4,3,1,4,4,"GB",2
5,4,4,3,2,4,4,3,4,5,1,4,2,5,3,4,2,3,3,1,4,1,3,5,4,3,3,"US",1
2,3,3,1,1,1,3,2,3,4,2,2,1,4,3,3,4,2,1,4,1,2,4,1,5,2,1,"US",1
4,3,4,4,4,4,5,3,4,3,2,3,2,3,4,4,4,3,4,3,2,4,4,4,5,3,4,"PH",1
5,2,4,3,2,4,5,3,4,2,5,2,1,2,2,2,1,2,4,2,2,1,4,3,1,2,3,"US",1
4,4,4,2,3,3,4,2,4,5,4,2,2,4,2,2,2,4,3,2,4,4,5,4,2,5,2,"US",2
5,1,1,1,1,1,5,1,4,3,5,1,1,4,4,2,4,2,1,3,1,1,4,1,4,1,1,"US",3
5,2,3,5,5,5,4,4,4,1,3,5,1,1,4,4,4,4,5,2,5,1,5,4,4,4,4,"AU",3
5,4,4,5,5,5,5,5,5,2,5,2,1,5,3,1,5,4,3,3,4,2,4,1,1,3,2,"US",3
