"M1","M2","M3","M4","M5","M6","M7","M8","M9","N1","N2","N3","N4","N5","N6","N7","N8","N9","P1","P2","P3","P4","P5","P6","P7","P8","P9","country","source"
3,3,2,4,3,4,4,4,4,4,5,4,3,4,2,4,4,4,4,1,3,4,4,2,2,2,2,"CA",1
5,5,5,4,4,4,4,4,4,5,2,3,4,4,2,5,1,5,5,2,4,2,5,2,1,2,5,"US",3
2,3,5,5,4,4,1,1,4,4,4,2,4,4,4,4,5,4,4,4,3,3,4,5,4,2,2,"US",2
4,3,3,5,3,1,5,1,5,1,4,1,1,4,4,1,1,4,1,5,1,3,4,3,5,3,1,"DE",2
4,5,5,5,4,4,5,4,5,3,3,2,3,4,3,4,1,4,3,3,2,2,2,3,4,3,3,"US",1
5,1,2,1,2,2,5,2,2,5,1,1,2,2,2,2,4,4,2,4,1,1,1,2,5,1,1,"IN",1
5,5,5,5,5,5,5,5,5,4,3,2,1,5,3,5,1,5,4,4,5,3,5,5,5,5,5,"US",1
4,4,4,5,5,4,4,4,5,5,1,5,5,5,1,4,1,5,2,4,2,3,2,4,4,4,2,"US",3
2,2,4,4,1,2,4,2,4,2,3,2,2,4,3,3,4,2,2,3,2,2,3,2,3,4,3,"US",1
3,2,3,4,1,2,5,4,3,3,3,1,3,4,3,3,5,2,2,3,2,3,4,2,5,1,2,"US",1
2,2,2,2,1,1,3,1,4,5,1,1,1,4,3,2,4,1,2,4,1,1,1,1,2,1,1,"US",1
5,4,4,4,4,5,5,3,4,3,3,3,3,3,2,4,1,4,4,4,3,1,4,3,5,5,4,"AU",2
5,3,4,4,3,3,5,5,3,4,3,2,4,4,2,4,2,3,3,3,3,2,2,3,2,3,2,"US",3
3,5,3,5,2,3,4,2,4,2,2,1,4,3,3,3,5,2,3,5,3,1,4,1,5,5,5,"US",1
4,3,2,4,3,4,4,1,3,2,5,1,2,3,4,2,2,1,1,5,1,2,4,1,5,2,1,"US",1
5,5,5,5,5,5,5,5,5,3,1,5,3,5,1,5,1,5,5,1,5,5,5,5,5,3,5,"BB",1
5,5,4,3,5,5,5,3,5,5,5,3,3,4,3,3,1,5,5,3,4,4,5,5,1,3,4,"GB",1
4,2,3,2,2,2,4,2,4,2,4,1,1,2,4,1,4,2,2,2,1,2,3,2,3,3,2,"AU",3
4,2,5,5,5,5,5,4,4,3,2,2,3,4,2,5,5,4,5,4,5,2,5,3,5,2,2,"GB",1
4,1,2,3,4,3,5,3,3,3,4,2,2,4,4,3,4,5,2,4,1,1,4,2,3,1,1,"NL",1
5,4,3,4,4,4,4,2,4,4,4,2,1,4,4,3,4,2,2,4,2,2,2,2,4,4,2,"BR",1
5,5,5,5,5,5,5,5,5,1,5,1,1,3,5,1,5,5,5,1,5,5,5,5,1,5,5,"US",1
4,4,5,4,5,5,5,3,5,4,3,3,2,4,4,4,4,5,5,3,2,1,4,4,1,4,2,"US",3
5,4,3,4,4,5,5,3,4,4,2,3,3,4,1,4,2,5,3,1,4,2,5,5,1,4,4,"US",1
4,1,3,4,2,4,4,2,4,5,3,2,2,4,4,3,2,3,2,5,1,1,2,1,3,3,2,"US",3
5,5,5,5,5,5,5,5,5,3,4,4,5,5,2,4,1,4,5,1,2,1,4,5,5,5,4,"US",3
5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,1,5,5,1,5,1,5,5,1,5,5,"US",1
5,2,4,5,5,5,5,2,4,2,4,2,2,4,4,1,2,2,2,5,4,2,4,4,5,1,1,"US",1
4,4,4,4,4,4,4,3,4,2,4,2,4,4,4,2,4,4,4,4,4,2,4,2,4,1,4,"GB",3
3,3,3,3,3,4,2,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,2,5,3,"GB",1
4,2,2,4,2,2,3,2,2,3,4,1,2,2,4,2,3,3,2,4,2,2,3,2,5,2,2,"US",1
5,2,3,2,3,5,5,3,4,4,1,3,1,3,5,2,2,2,2,1,4,5,5,5,5,4,5,"GB",1
5,5,4,4,5,5,5,4,5,3,4,3,3,3,2,1,1,4,4,3,5,2,4,5,2,1,3,"MY",1
4,2,4,4,4,4,5,4,4,3,4,2,4,4,4,2,1,5,4,4,4,2,5,2,4,4,2,"US",1
5,5,3,4,3,5,5,4,5,4,5,2,4,5,3,2,2,4,2,3,2,2,5,3,5,2,2,"DE",1
4,3,3,2,2,2,4,3,4,4,5,4,4,3,4,4,1,3,2,2,2,4,3,4,4,1,2,"AR",2
4,2,3,4,3,3,4,3,3,1,2,2,5,3,4,1,5,4,3,5,3,2,3,1,5,1,2,"CA",2
4,3,2,5,5,4,0,5,5,4,1,5,2,4,1,5,1,4,3,3,4,1,4,3,2,3,2,"US",3
4,2,3,5,3,3,4,4,4,4,3,2,3,4,4,2,4,2,2,4,1,2,4,3,5,1,1,"CA",1
5,3,2,2,4,5,5,5,5,2,2,4,1,4,4,3,4,4,5,5,1,1,4,2,3,3,4,"EE",3
5,2,3,5,3,3,5,3,4,1,5,2,1,4,4,3,3,2,3,3,3,3,2,1,4,3,1,"GB",3
4,4,3,4,4,3,3,2,5,3,4,2,3,2,4,3,3,3,3,4,2,1,3,2,4,2,2,"SE",3
5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,1,5,3,1,5,4,5,5,1,5,5,"US",2
4,4,3,4,4,5,5,5,5,2,5,2,2,3,4,4,3,5,4,4,3,1,4,2,4,4,2,"PT",1
5,3,4,2,4,3,4,2,5,5,2,2,4,4,1,2,1,4,4,4,2,3,5,4,5,3,2,"GB",1
4,3,3,4,3,4,4,2,4,3,5,2,2,3,4,1,3,4,2,5,1,1,4,4,5,1,3,"US",2
4,2,3,4,1,1,4,1,4,2,5,2,2,4,3,2,4,2,1,4,1,1,2,2,4,1,1,"US",3
1,3,4,1,1,1,3,1,4,4,4,2,1,4,1,1,3,2,4,1,1,1,2,1,1,1,1,"US",1
4,1,2,3,1,3,4,4,4,2,4,2,2,4,4,2,4,2,1,3,1,1,1,2,5,1,1,"US",1
5,3,2,2,4,4,4,3,4,4,4,2,2,3,4,3,2,2,3,4,1,1,4,5,5,1,1,"FI",1
5,3,5,5,4,5,5,3,4,4,4,3,3,4,5,5,3,2,4,5,2,1,4,4,4,2,4,"US",1
5,3,4,5,5,5,5,4,4,3,4,2,2,4,3,4,3,4,3,2,2,3,4,4,2,4,5,"GB",1
5,2,4,4,4,3,4,2,4,3,4,2,2,3,4,5,2,4,2,4,4,1,4,2,5,1,1,"PH",3
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"GB",2
5,5,4,3,5,5,5,5,5,4,3,3,4,4,3,2,2,3,4,2,2,5,4,4,4,3,4,"IE",1
2,1,1,2,1,1,2,1,2,2,4,2,2,4,4,3,4,2,1,2,1,1,4,1,2,2,1,"US",1
4,2,5,4,2,3,4,4,4,4,2,4,2,4,1,2,4,4,2,5,2,2,2,2,5,1,2,"US",3
3,1,5,5,3,5,3,4,4,5,5,1,5,3,5,3,5,3,1,5,1,5,5,5,1,1,1,"US",3
5,3,1,3,4,3,5,1,4,4,5,3,1,1,4,1,4,2,4,2,1,3,4,4,4,4,1,"US",1
3,4,4,4,3,4,4,2,4,2,2,3,3,3,2,3,2,4,4,4,4,2,1,3,2,3,2,"PL",1
5,4,1,2,1,1,3,1,1,1,3,1,1,3,5,1,3,3,2,4,1,1,2,1,5,1,1,"US",1
4,3,2,3,4,4,4,3,4,1,5,1,4,3,3,4,2,3,3,4,2,2,4,4,4,4,4,"US",3
5,5,5,4,5,5,5,3,5,5,5,4,3,5,3,5,3,5,5,3,3,5,5,5,2,3,5,"US",1
2,1,2,2,1,1,1,1,1,4,4,2,3,4,4,2,3,2,1,4,1,1,1,1,4,1,1,"US",3
3,4,5,3,5,5,4,3,5,2,5,4,4,5,4,2,3,5,4,4,5,4,5,5,4,3,3,"GB",3
5,2,1,4,5,4,5,2,5,3,4,1,2,1,4,1,2,2,4,4,1,1,3,1,5,1,1,"US",1
3,4,4,3,4,3,4,4,5,2,2,2,4,2,1,1,5,4,2,2,2,3,2,2,2,4,2,"FI",3
5,5,5,3,5,5,5,5,1,1,5,1,1,5,1,3,2,2,5,5,0,3,5,3,5,3,2,"US",1
5,5,5,4,5,4,5,5,5,4,4,4,4,5,3,4,1,4,4,1,3,4,5,4,2,4,5,"GB",1
5,4,3,5,4,4,4,3,5,2,2,4,4,2,5,1,3,2,2,1,4,1,4,4,5,1,2,"AU",1
3,2,3,3,1,2,3,2,4,4,4,2,2,3,2,2,4,4,2,2,1,2,2,1,2,2,1,"GB",1
5,5,4,1,5,5,5,4,5,5,5,1,5,3,3,4,3,3,5,1,5,1,5,5,5,5,5,"US",1
5,4,4,2,2,4,4,4,5,4,2,3,3,4,1,4,1,5,3,2,3,2,4,4,3,4,4,"GB",3
3,1,3,3,2,3,3,3,2,3,3,3,2,4,3,3,2,3,1,5,2,1,3,2,4,2,1,"CA",1
4,3,3,3,4,3,4,2,4,3,3,2,2,3,3,4,2,4,3,2,2,3,4,3,2,4,2,"US",1
5,5,4,5,4,5,5,4,5,4,3,3,3,5,5,5,4,2,4,5,5,1,5,2,5,3,3,"US",1
3,1,1,3,1,1,4,1,4,4,2,2,1,3,5,1,3,2,1,4,1,1,2,1,5,1,1,"US",1
5,4,5,4,5,5,5,3,5,4,2,3,5,5,1,4,3,4,3,4,1,1,4,3,5,5,5,"CA",3
5,3,5,3,5,5,5,5,5,5,1,3,2,5,1,3,2,5,5,1,1,2,5,4,2,5,4,"AU",3
5,3,2,4,1,1,5,1,4,4,2,1,1,3,5,1,5,3,1,4,1,1,3,1,5,1,1,"US",1
4,2,4,3,4,2,5,3,4,2,4,2,1,4,4,1,5,3,2,5,2,4,4,1,4,1,2,"US",1
4,4,4,2,4,4,4,5,4,5,2,4,3,4,2,4,2,5,3,1,2,5,5,4,5,1,4,"GB",3
5,5,1,1,5,5,5,5,5,1,5,1,1,1,1,3,3,3,1,1,2,5,5,5,1,1,5,"GB",1
5,1,4,2,2,5,5,4,5,3,5,1,1,1,3,1,2,4,2,1,3,4,5,2,4,5,2,"AU",2
2,1,2,2,3,2,4,2,4,2,3,2,1,3,4,1,4,2,1,2,1,1,3,2,5,1,1,"US",1
4,3,1,1,1,2,5,3,4,1,4,4,2,1,4,1,1,2,3,3,1,1,4,1,2,5,4,"CA",3
5,5,4,4,5,5,5,5,5,3,5,3,2,4,4,2,4,4,2,4,2,2,4,4,5,5,5,"GB",1
5,4,4,4,4,5,5,5,5,4,3,2,1,4,3,3,1,5,4,4,2,3,5,5,1,5,4,"CA",3
4,5,5,3,4,4,1,4,5,4,1,5,4,3,1,3,3,3,4,4,2,3,5,2,4,3,3,"RS",2
5,5,4,5,5,5,5,5,3,4,2,5,1,3,1,5,1,5,5,5,1,1,5,4,5,1,5,"US",1
5,5,5,4,5,5,5,4,5,5,2,4,4,5,2,5,1,5,3,2,4,4,5,4,1,4,5,"US",2
4,4,3,4,3,4,5,3,2,4,2,1,3,3,5,5,3,5,4,2,3,4,5,4,1,1,3,"US",3
5,5,4,5,5,5,5,3,5,5,3,2,4,4,2,2,1,4,4,4,1,1,4,4,5,3,4,"US",3
4,3,2,3,3,4,5,3,4,3,2,2,2,3,4,2,4,2,2,1,3,4,4,3,1,3,3,"US",1
4,4,2,4,4,4,5,3,4,1,5,2,5,4,4,4,4,2,4,2,2,2,5,2,2,5,4,"US",1
5,5,5,5,4,5,5,5,5,4,3,3,3,5,2,3,1,3,4,5,2,3,4,4,5,3,5,"US",1
5,4,2,5,4,4,5,3,5,4,2,2,5,4,3,1,1,3,4,3,2,2,4,4,5,3,5,"US",2
5,5,5,2,5,5,4,4,5,5,3,3,4,4,3,3,2,3,4,2,2,1,4,4,3,5,5,"US",1
4,4,4,4,4,4,4,3,4,2,4,2,4,2,4,2,2,3,2,4,4,2,3,4,5,4,4,"GB",1
5,2,2,2,2,2,4,2,1,2,1,2,2,2,5,1,3,3,2,5,2,1,2,2,5,1,1,"RU",1
5,5,5,4,5,5,5,5,5,3,1,4,5,5,1,5,1,5,5,4,5,1,5,5,5,3,5,"GB",1
5,4,4,4,4,5,5,2,4,4,4,2,1,4,5,1,5,2,2,4,2,1,4,3,2,2,1,"US",1
4,4,3,4,4,4,4,3,4,2,2,2,2,3,5,2,3,2,2,4,2,2,2,2,4,2,3,"DE",1
5,4,2,5,1,1,5,4,5,3,4,2,1,3,1,1,1,5,5,5,1,3,1,5,5,1,1,"ES",1
3,2,2,3,3,4,5,4,4,3,3,2,2,2,3,3,1,2,3,2,2,4,4,2,3,3,3,"CA",1
3,2,3,4,1,2,4,3,2,2,2,2,3,3,2,2,4,5,2,4,1,2,3,1,5,4,3,"US",1
5,2,2,4,2,1,5,1,4,2,4,2,2,2,4,2,4,2,2,2,1,2,4,1,2,3,2,"US",1
3,2,3,3,2,1,3,3,2,2,3,3,2,3,4,1,3,3,1,4,1,1,1,1,5,1,2,"US",1
5,5,5,5,5,5,5,5,5,3,3,1,5,5,1,5,3,3,5,5,5,1,5,5,5,1,5,"AU",1
5,3,2,4,4,4,4,3,3,2,5,1,1,1,4,2,4,2,3,5,2,2,4,2,4,3,2,"SE",3
5,2,4,4,5,5,5,4,5,3,2,3,4,3,4,4,2,4,2,3,2,2,3,3,4,3,4,"HK",1
5,4,5,4,5,3,5,4,5,5,2,5,3,4,4,4,3,2,5,4,5,1,5,4,2,4,1,"US",2
5,4,4,4,5,3,5,5,5,4,3,2,4,4,1,3,3,4,4,4,3,3,5,2,2,1,5,"GB",3
4,4,4,5,4,3,5,3,5,5,2,3,4,5,4,3,4,5,3,2,3,3,4,3,2,4,4,"US",1
3,4,3,3,4,4,4,3,4,3,2,3,3,4,1,4,1,3,3,2,4,3,4,3,2,4,4,"US",3
5,5,5,4,5,5,4,5,5,4,4,5,4,4,1,2,2,5,5,5,4,3,5,5,5,2,3,"MK",2
4,4,5,4,2,4,4,2,3,2,2,2,3,4,4,2,4,4,4,5,4,1,2,2,5,4,2,"AU",1
5,3,5,5,5,4,5,4,5,2,4,1,1,4,3,2,4,5,4,4,5,5,5,2,4,3,4,"US",1
3,2,2,3,3,3,4,3,4,2,4,3,3,2,5,2,5,3,1,4,2,1,4,2,5,1,1,"FR",3
4,4,4,3,4,4,4,3,4,4,2,3,3,4,2,4,1,4,3,3,5,2,3,5,5,2,3,"GB",2
5,5,5,5,5,5,5,4,5,3,4,3,2,5,3,2,3,5,4,4,4,2,5,5,2,4,5,"GB",1
4,4,4,4,4,4,4,3,4,2,3,2,3,4,4,2,3,4,3,4,2,1,3,2,4,4,1,"CA",1
3,1,2,1,1,1,2,1,2,2,2,3,1,1,2,1,3,1,2,3,1,2,1,1,1,1,1,"US",1
3,5,4,4,5,5,4,3,5,3,2,4,3,4,4,4,3,4,3,3,5,2,5,5,5,1,4,"US",1
4,4,3,4,2,1,4,1,4,3,5,1,1,3,5,3,5,2,3,5,1,1,3,2,5,1,1,"FR",3
5,5,5,3,5,5,5,5,5,5,3,5,4,5,5,4,3,5,5,2,5,5,5,5,2,2,5,"GB",1
4,5,5,5,5,5,5,5,5,5,2,5,4,5,1,5,1,5,5,1,5,4,5,5,2,2,5,"IN",1
4,3,3,3,3,3,4,3,5,3,1,2,4,3,5,4,2,3,4,2,3,5,5,3,2,5,4,"HR",3
4,2,5,5,4,4,4,3,2,2,2,2,2,5,4,3,5,4,1,4,4,3,4,1,5,1,3,"US",3
4,3,4,4,4,4,5,4,4,0,4,2,3,4,5,4,2,4,3,4,4,1,1,3,5,3,4,"US",3
4,3,3,4,4,4,4,4,3,4,3,4,4,4,3,3,2,3,4,3,4,2,4,3,3,4,3,"ID",3
5,5,4,4,5,4,5,4,5,5,1,4,3,3,1,5,1,5,5,1,5,2,5,5,2,3,4,"US",2
3,1,3,3,4,1,4,4,5,2,2,2,1,3,4,2,1,3,4,5,1,1,4,1,5,4,1,"CA",3
4,2,2,2,1,3,5,2,2,3,4,2,2,2,4,2,4,3,3,4,3,2,5,2,5,0,2,"US",3
5,3,2,4,4,5,5,2,4,4,4,2,2,4,3,4,2,5,1,3,1,3,4,3,4,1,3,"US",3
5,1,4,1,5,5,5,1,4,1,5,1,1,5,5,5,5,4,2,2,4,1,5,4,5,1,3,"GB",1
5,4,4,4,3,4,4,3,4,5,2,4,4,5,2,2,1,4,4,3,3,4,3,5,2,2,2,"US",1
5,4,4,4,4,4,5,3,4,3,5,3,4,3,5,4,1,3,2,3,2,5,2,4,3,1,2,"US",3
5,3,4,5,5,3,5,2,4,4,3,1,4,5,1,4,1,5,4,5,3,4,1,1,5,1,3,"US",1
5,4,3,4,4,5,5,1,5,2,3,3,4,4,2,5,1,5,5,1,5,3,3,4,1,5,5,"US",1
4,2,3,3,3,3,4,2,3,2,4,2,2,3,4,2,3,2,3,2,3,1,4,2,3,4,2,"US",3
2,4,4,4,4,3,4,3,5,3,3,2,2,3,5,2,4,3,2,5,1,2,3,2,5,2,3,"US",3
4,4,1,4,1,3,4,4,4,4,1,4,4,3,3,4,1,1,1,2,1,2,2,3,2,3,1,"US",2
5,5,5,5,5,5,5,3,5,1,5,3,5,5,5,5,3,1,5,5,1,1,1,1,5,1,1,"US",1
4,4,4,3,4,5,4,5,5,3,2,1,4,4,1,3,3,4,3,1,3,3,5,4,5,3,5,"EE",1
2,3,3,4,4,4,4,2,4,2,3,4,3,4,5,3,4,3,4,4,4,4,2,3,5,5,2,"US",2
5,5,5,5,5,5,5,5,5,4,2,5,5,5,1,1,5,5,5,3,5,3,5,5,5,5,5,"US",1
5,2,1,2,4,5,5,1,4,4,4,1,1,2,5,3,4,1,2,4,1,2,4,2,4,4,1,"US",2
5,2,3,4,3,3,4,2,2,2,5,1,2,4,4,3,5,2,2,4,2,1,3,2,4,1,2,"US",1
5,3,3,3,4,4,5,3,5,3,3,3,2,3,2,3,2,3,2,2,2,2,4,2,2,3,2,"US",1
5,3,1,3,3,5,5,3,5,5,2,4,4,1,3,4,1,5,3,1,1,1,2,5,3,1,3,"CA",1
5,4,4,4,5,4,4,3,4,3,3,3,3,3,3,2,4,3,3,4,3,2,4,2,3,1,3,"US",1
4,4,4,2,4,4,5,5,4,5,2,3,5,5,1,4,2,4,4,2,4,2,4,4,1,4,4,"US",3
5,3,3,5,4,5,5,5,5,4,4,4,3,5,5,1,5,4,4,2,2,2,5,4,4,2,3,"GB",1
2,1,2,2,3,3,4,2,3,3,2,2,2,4,4,2,3,2,1,4,1,2,2,1,2,1,1,"US",2
2,2,5,3,3,5,5,2,3,1,5,2,1,2,3,1,3,3,2,3,1,1,4,1,5,3,1,"DE",1
2,4,5,5,5,4,5,4,5,1,2,4,3,5,1,2,1,5,3,4,3,3,5,4,2,5,5,"US",2
5,4,5,4,5,5,5,5,4,3,1,3,4,4,3,5,1,5,4,2,1,2,5,4,2,2,3,"GB",1
5,1,2,1,1,2,1,4,4,3,5,3,3,3,3,2,4,4,2,5,2,1,2,2,5,4,1,"GB",1
4,5,4,4,4,3,4,3,4,4,3,2,4,4,3,3,2,3,2,4,2,2,4,2,4,3,4,"US",2
4,3,2,1,2,4,4,3,4,2,3,2,1,1,2,1,2,4,4,2,3,3,3,3,3,4,1,"FI",3
1,3,2,3,4,3,4,3,4,4,5,1,1,5,1,4,1,3,1,3,2,2,4,3,5,3,1,"US",1
3,1,2,3,1,1,2,1,3,2,2,2,2,2,3,1,4,2,1,3,2,1,4,2,2,2,1,"US",1
5,5,3,2,4,5,3,4,5,3,3,2,3,4,4,3,4,4,2,4,3,2,5,3,4,2,3,"US",2
4,5,4,4,4,4,5,5,5,3,1,3,1,4,5,3,1,4,3,2,3,1,5,3,1,2,2,"US",3
5,5,5,4,5,5,5,4,5,4,2,3,5,5,1,5,1,5,3,2,3,3,4,4,2,5,4,"US",3
5,5,5,4,5,5,5,5,5,5,4,4,4,5,1,5,1,5,3,1,3,4,5,5,2,5,5,"US",1
4,5,4,4,1,2,4,5,5,4,5,4,2,5,1,1,1,4,4,3,1,2,5,3,1,5,5,"CA",1
3,5,3,1,5,5,3,5,5,1,4,3,3,2,2,3,1,5,5,2,4,2,4,3,4,5,5,"IE",1
3,5,5,4,5,5,5,2,5,5,2,3,5,3,4,5,2,4,4,1,4,4,4,5,5,1,2,"IN",1
5,5,3,4,5,4,5,5,5,5,3,2,3,4,1,5,1,4,3,2,4,2,5,5,2,3,5,"US",1
5,5,5,3,5,5,5,5,5,3,1,4,5,5,3,4,3,5,5,4,5,5,5,4,5,5,5,"US",1
2,2,2,2,3,3,2,1,3,3,4,1,2,4,3,1,4,3,3,4,3,4,4,3,3,1,2,"US",3
4,4,3,2,3,5,5,3,4,4,2,2,2,4,3,4,2,2,3,1,4,2,4,2,1,3,3,"US",1
5,5,1,5,4,5,4,2,5,2,1,5,5,4,2,4,4,2,5,1,1,1,5,4,1,2,2,"GB",1
3,3,3,4,1,1,5,2,3,3,3,3,2,5,5,4,3,3,3,4,2,1,1,1,4,1,1,"US",1
5,4,3,4,3,4,5,4,4,3,4,1,4,4,2,2,2,5,3,4,3,2,3,4,2,3,2,"US",1
5,4,4,3,4,2,4,4,4,4,2,4,4,4,3,3,2,4,3,2,2,2,3,2,4,3,3,"GR",1
5,4,5,3,4,2,5,3,3,1,3,1,1,4,3,4,5,5,5,5,2,3,5,4,2,5,2,"US",1
4,4,3,5,2,4,3,2,5,4,2,4,2,4,1,4,2,3,2,1,3,5,4,2,1,4,2,"US",1
4,4,2,2,3,4,5,3,4,4,2,3,4,3,2,4,3,5,3,2,3,4,5,4,1,4,3,"US",3
4,3,4,3,2,3,5,2,4,4,2,2,4,4,2,5,2,3,2,3,1,1,2,3,4,2,1,"US",3
5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,1,5,4,2,5,5,5,5,1,3,5,"CA",2
4,1,3,4,2,3,4,2,3,1,4,1,2,2,4,2,3,2,1,0,1,1,2,2,4,1,2,"US",3
5,4,4,4,2,5,5,2,4,3,2,4,1,4,4,1,3,1,4,3,3,3,4,2,5,3,1,"IE",2
5,5,5,5,4,5,5,4,5,4,3,3,3,5,2,2,5,3,5,5,5,2,4,4,5,2,2,"US",2
5,5,4,5,4,4,5,3,4,5,1,3,5,4,1,2,1,4,3,5,2,1,4,4,5,1,1,"GB",1
5,4,4,4,4,5,5,4,5,3,2,5,3,4,1,4,1,3,4,2,4,2,5,3,5,3,4,"PT",1
3,3,1,2,1,1,4,3,2,4,5,1,1,1,4,1,5,1,3,4,1,1,2,1,5,2,1,"CA",1
2,3,3,2,2,4,5,2,3,3,4,3,3,4,4,3,2,3,3,2,3,3,4,4,1,5,3,"IE",2
5,5,3,4,5,5,5,3,4,4,4,3,4,2,3,1,1,5,3,2,5,4,4,5,5,1,1,"US",2
5,4,5,5,5,5,5,4,5,2,2,2,1,2,4,4,1,5,4,5,4,2,5,5,5,1,3,"US",1
5,4,4,2,1,1,5,3,5,5,1,5,5,4,1,4,1,5,4,4,1,4,1,1,4,2,5,"US",1
5,5,3,5,5,5,5,5,5,3,5,5,5,3,1,1,2,5,5,1,5,5,5,5,2,3,5,"US",1
4,5,4,5,3,3,4,2,5,5,1,3,5,5,1,4,1,5,4,2,2,1,4,3,5,4,4,"GB",1
5,1,2,5,4,4,5,1,1,2,5,1,3,2,5,1,2,1,3,0,1,1,1,1,5,1,1,"US",3
5,3,4,4,5,5,5,3,4,3,3,4,3,5,2,4,2,4,3,3,4,2,4,3,5,2,3,"GB",3
4,4,4,4,3,4,4,2,4,4,5,4,1,3,5,1,3,4,3,3,3,1,4,4,5,3,3,"GB",1
1,2,4,4,4,4,5,3,4,3,3,4,4,5,1,4,3,5,5,4,4,1,3,4,1,5,2,"IN",2
5,5,3,5,5,4,5,5,5,2,3,2,2,4,3,4,4,3,3,3,4,2,5,4,2,5,3,"US",1
4,3,2,4,4,3,4,5,4,3,2,3,1,2,2,2,3,3,4,4,2,2,4,3,5,2,2,"IT",1
4,1,2,4,2,1,4,1,4,4,3,3,3,4,4,4,4,5,1,3,1,1,1,2,5,1,1,"US",1
5,5,4,5,5,4,5,2,5,2,5,4,5,3,4,4,2,5,3,4,4,1,3,4,5,1,5,"US",1
5,4,5,4,5,4,5,4,5,3,4,3,2,4,4,3,2,4,4,2,3,2,4,4,5,1,4,"GB",1
