"item_1","item_2","item_3","item_4","item_5","item_6","item_7","item_8","item_9","item_10","item_11","item_12","item_13","item_14","item_15","item_16","item_17","item_18","item_19","item_20","item_21","item_22","item_23","item_24","item_25","item_26","item_27","country","source"
3,5,4,4,3,1,4,2,5,5,3,5,4,3,2,3,2,4,2,2,1,1,5,3,4,2,5,"TT",1
5,2,3,2,3,1,5,3,4,1,5,1,1,1,4,1,2,1,4,5,2,1,4,2,5,1,1,"GB",1
5,5,4,4,5,3,5,3,5,4,3,2,3,5,2,3,2,5,2,2,3,2,5,4,2,5,2,"US",2
5,4,3,3,3,5,5,1,5,5,1,3,1,5,1,3,2,4,3,4,1,2,5,5,5,5,3,"CA",3
5,5,3,4,5,5,5,5,5,1,2,1,3,5,3,1,1,2,4,4,2,1,5,2,5,4,4,"GB",1
5,4,3,3,2,4,5,2,3,2,5,1,2,3,5,1,4,3,2,4,1,1,4,1,5,4,2,"US",3
3,3,3,3,3,2,3,2,2,3,4,3,2,3,4,4,4,3,2,4,1,1,3,2,3,2,1,"CA",1
3,1,2,4,1,1,1,2,1,4,3,2,2,2,2,3,2,3,3,4,1,1,1,1,4,1,1,"US",3
4,3,4,4,3,4,3,5,4,2,3,3,3,3,4,1,2,4,3,2,2,3,2,3,2,4,2,"GB",3
2,1,2,2,1,1,4,1,2,4,4,1,2,2,4,2,4,1,1,5,1,1,1,1,5,2,1,"US",1
4,3,2,4,2,3,4,5,3,3,4,2,3,3,4,2,2,4,3,5,2,2,4,2,5,1,2,"US",1
5,4,4,4,4,4,5,4,5,2,5,2,2,4,5,1,2,2,3,5,2,1,3,1,5,1,3,"US",1
5,4,4,4,4,4,4,2,4,2,4,2,2,2,4,2,4,3,4,4,3,3,4,3,4,3,2,"MU",1
4,5,2,4,4,5,4,3,5,3,2,4,2,3,4,2,3,3,4,3,3,4,4,3,1,2,2,"US",1
5,5,5,4,5,5,5,3,5,3,2,4,3,5,3,1,3,4,1,3,5,4,5,5,5,5,5,"US",1
5,4,5,4,5,4,5,5,5,2,5,2,5,4,2,4,1,4,2,2,4,5,4,3,3,4,5,"US",1
5,4,4,4,4,4,5,5,5,4,4,3,4,5,3,3,1,4,3,4,4,1,5,3,5,5,5,"AP",1
4,5,5,5,4,5,2,5,4,4,5,3,3,3,4,3,5,3,1,5,3,1,5,3,5,1,5,"US",1
4,5,5,5,4,5,5,4,5,1,3,3,1,4,5,4,5,4,4,4,5,1,5,1,2,1,5,"AU",1
4,2,5,3,1,5,4,4,5,4,2,2,4,2,5,2,4,3,5,1,1,2,4,2,2,1,1,"US",3
3,1,5,5,3,5,3,4,4,5,5,1,5,3,5,3,5,3,1,5,1,5,5,5,1,1,1,"US",3
5,4,2,4,1,1,5,5,5,5,3,1,4,1,3,5,1,2,2,5,1,1,4,2,5,2,2,"GR",3
4,1,2,3,2,5,4,3,3,3,4,3,2,2,5,2,5,3,2,4,4,1,3,3,5,1,1,"US",3
4,4,4,3,4,5,5,4,4,2,3,2,2,3,4,2,3,2,2,3,2,2,4,3,5,2,3,"CA",1
4,4,3,3,3,3,4,2,3,2,4,1,4,4,3,1,2,3,4,5,1,1,1,1,5,1,1,"US",1
5,5,5,2,5,5,5,5,5,4,2,4,5,4,4,5,2,5,4,3,5,5,5,5,5,5,5,"US",1
1,1,1,1,1,1,1,1,5,3,5,1,1,1,3,5,1,1,1,5,1,1,1,3,5,1,1,"FR",2
5,5,5,4,5,5,4,5,5,4,1,2,3,5,1,4,1,5,3,3,4,3,5,4,4,5,5,"CA",3
5,1,5,5,5,4,5,2,5,5,1,1,1,5,5,1,1,5,3,1,5,1,1,3,1,1,1,"US",1
4,4,3,4,2,3,4,2,3,4,3,2,4,4,4,4,2,4,3,5,3,1,3,2,5,1,2,"US",1
3,1,3,5,3,4,2,4,4,2,2,2,2,4,2,4,4,4,3,3,1,2,4,3,1,3,2,"US",3
2,3,4,4,4,5,2,3,4,2,1,3,2,3,2,1,4,5,4,3,4,4,5,3,2,4,3,"IN",3
4,4,4,4,4,4,4,4,4,4,3,3,4,4,1,5,1,4,4,3,3,3,3,3,5,3,3,"NL",1
4,5,3,4,4,4,4,3,4,3,3,4,4,3,3,4,2,5,3,3,4,2,4,4,4,3,4,"PH",2
5,4,5,1,5,5,5,1,5,5,3,5,5,5,3,5,3,5,4,1,5,5,5,5,1,3,5,"IN",1
5,4,4,4,4,5,5,1,2,5,3,1,3,5,3,5,3,3,1,5,3,2,5,1,1,1,2,"US",1
5,5,4,4,5,5,5,3,5,3,1,4,5,4,1,4,1,4,4,4,2,1,5,5,5,1,5,"MX",1
5,5,5,5,5,5,5,5,5,4,4,3,5,5,1,5,1,5,5,5,1,3,5,4,5,4,5,"CA",3
2,3,1,4,3,3,3,1,3,1,4,3,1,2,4,3,4,1,3,5,1,1,3,2,5,1,2,"FI",1
4,4,5,5,5,4,5,5,4,3,2,3,4,5,2,2,2,5,4,2,3,2,5,4,4,4,5,"US",2
2,4,4,5,2,5,4,2,5,4,2,4,4,4,4,5,1,1,5,2,1,1,5,4,1,1,2,"AT",3
4,2,2,4,1,3,4,2,5,2,4,2,3,2,2,4,3,2,1,5,1,1,4,1,5,4,1,"US",3
5,4,5,4,5,5,5,4,5,4,5,1,2,5,4,1,3,4,5,3,2,4,5,4,3,3,4,"US",2
5,4,3,2,5,4,5,5,4,3,3,3,4,3,2,4,1,4,4,4,4,4,5,4,2,5,4,"AU",3
4,2,3,5,2,2,4,5,4,4,1,2,4,4,1,4,1,5,2,4,2,1,2,1,5,1,2,"GB",1
4,5,2,4,2,4,4,3,5,4,2,4,4,3,3,2,2,4,1,2,3,3,5,4,2,3,4,"GB",1
5,4,3,5,5,5,5,4,5,2,4,2,3,4,1,4,2,4,5,4,1,5,2,2,1,2,4,"IS",1
2,2,4,2,4,2,2,2,4,5,4,2,2,2,4,2,4,2,4,4,2,2,2,2,2,2,2,"AU",1
5,4,4,2,5,4,5,3,4,5,5,1,1,5,5,1,5,4,5,2,4,1,1,3,2,3,1,"US",1
2,5,4,5,4,5,5,3,5,5,3,3,1,5,2,4,2,4,4,4,3,3,4,4,2,2,2,"US",3
4,4,5,5,3,4,4,4,3,4,1,4,4,3,4,4,2,3,4,3,4,2,4,2,2,3,3,"US",3
4,3,3,4,4,4,4,2,3,4,3,2,3,3,4,2,4,3,4,3,3,3,4,2,5,2,2,"US",2
4,3,2,4,2,4,5,2,2,4,5,2,1,4,3,3,2,3,4,2,3,3,4,2,2,3,2,"US",1
5,4,3,3,5,4,5,3,4,4,4,3,2,3,4,2,3,4,5,2,4,4,4,3,2,2,4,"NL",1
5,4,4,5,4,4,5,2,4,5,3,4,3,5,4,2,4,4,2,2,2,2,4,3,5,2,3,"US",1
5,2,4,5,4,5,4,3,4,4,4,3,4,3,4,4,2,3,2,2,4,5,4,3,2,5,3,"GB",1
5,3,4,3,4,3,5,4,3,2,5,2,4,1,5,1,1,2,2,3,1,3,3,2,5,1,4,"HR",1
5,4,4,3,3,4,5,3,4,3,4,2,3,4,4,3,2,3,4,4,4,3,4,3,4,4,3,"US",3
5,5,5,3,4,5,5,3,4,3,3,3,2,5,3,4,2,2,3,4,3,1,4,2,5,1,1,"GB",1
5,5,5,5,5,5,5,5,5,5,3,3,5,5,3,5,1,5,5,2,5,1,5,5,1,1,2,"AU",1
5,3,2,5,1,5,5,2,5,1,5,1,1,1,5,1,3,1,1,5,1,4,4,1,5,1,1,"FR",2
2,4,3,5,2,3,5,2,4,4,2,2,3,5,4,4,4,5,3,4,2,2,5,3,1,5,4,"US",2
3,2,4,4,5,5,5,3,5,2,5,5,4,4,5,4,5,3,1,1,3,5,4,5,5,3,1,"GB",1
4,4,2,4,5,4,5,4,5,1,3,3,3,3,2,4,2,3,3,3,5,1,4,5,2,5,3,"GB",1
4,4,4,4,3,4,4,3,3,4,2,3,3,4,1,4,4,4,4,2,3,3,4,4,3,4,3,"US",2
5,1,4,1,5,5,5,1,4,1,5,1,1,5,5,5,5,4,2,2,4,1,5,4,5,1,3,"GB",1
5,5,4,4,5,4,4,4,5,4,3,3,1,3,4,2,2,3,4,1,5,3,5,4,1,3,5,"GB",1
5,2,4,2,5,4,5,2,4,3,2,2,1,1,1,4,4,1,5,2,2,1,4,1,5,1,1,"US",1
3,4,4,4,4,4,4,4,5,2,2,3,2,3,4,3,1,4,4,4,3,2,5,3,4,2,4,"IE",1
5,5,5,4,4,5,5,2,5,1,5,2,2,3,5,1,3,4,5,4,2,2,5,4,4,1,2,"PH",3
5,1,4,4,3,4,5,3,5,2,5,1,1,3,4,4,4,4,1,4,3,1,2,2,5,1,2,"GB",1
5,5,5,5,5,4,5,3,5,4,2,3,4,5,3,3,1,4,2,3,3,1,3,3,5,4,3,"CA",2
3,5,4,2,3,4,3,4,4,4,2,4,5,4,1,3,2,5,2,4,3,1,5,1,5,1,1,"US",2
5,5,2,4,5,5,5,5,5,1,2,2,1,5,1,1,1,2,5,3,1,5,5,4,1,3,5,"MA",1
2,2,1,4,1,2,3,2,3,3,3,2,2,1,3,2,4,2,1,4,1,1,2,1,4,2,1,"US",3
5,4,2,2,4,5,5,4,5,4,4,3,4,3,2,3,1,3,3,2,4,1,4,3,1,4,1,"US",3
4,4,3,4,3,4,4,3,4,2,3,2,3,3,4,3,2,3,3,4,2,3,4,3,2,2,3,"NO",1
4,3,3,2,3,4,4,4,4,4,4,3,1,3,4,3,1,4,4,3,4,1,4,3,1,5,3,"US",2
4,2,2,3,2,4,5,2,4,3,5,2,2,2,4,2,3,4,3,4,2,3,4,3,5,1,2,"US",1
4,5,4,2,4,5,5,2,2,4,2,2,5,4,5,5,4,5,1,4,2,2,4,4,5,1,1,"PH",1
5,4,5,5,5,5,5,5,5,5,1,5,5,5,1,3,1,5,4,2,2,4,2,2,2,5,2,"US",1
4,2,2,4,2,3,4,2,3,3,4,2,3,3,4,2,3,2,2,5,1,1,4,1,4,1,1,"CA",3
3,2,2,2,2,2,4,2,2,2,3,2,2,2,3,2,4,2,4,4,1,2,2,2,2,2,2,"GB",1
5,4,4,5,5,5,5,5,4,3,4,2,3,3,4,3,5,5,2,5,1,2,5,3,5,1,3,"MY",1
5,3,4,5,5,5,5,4,5,4,3,4,4,4,4,4,4,4,4,4,2,2,4,4,3,2,4,"US",2
4,5,1,1,5,5,3,1,5,4,5,1,1,1,4,1,1,5,5,2,1,5,5,5,2,1,5,"US",1
3,2,4,2,2,4,2,1,4,2,4,3,1,4,4,2,4,2,2,4,1,1,4,2,5,1,2,"FI",3
4,4,5,4,4,4,4,5,4,5,2,4,5,5,2,4,1,5,5,4,4,3,5,4,4,5,5,"CA",2
5,4,5,4,5,5,5,5,5,2,3,3,3,5,3,2,3,5,4,3,5,4,5,3,1,4,5,"US",1
5,4,4,4,4,4,4,4,4,3,4,3,3,3,4,3,4,4,4,4,2,2,3,4,4,3,3,"US",1
4,3,3,1,4,3,4,2,3,3,5,3,3,2,3,1,1,4,4,3,4,1,3,2,5,1,2,"US",1
4,1,3,3,1,2,2,3,2,3,2,4,2,2,5,4,3,4,3,3,3,1,2,3,5,1,1,"US",2
4,4,4,5,4,3,5,3,5,2,2,2,4,4,4,4,4,4,2,5,2,1,4,1,5,2,4,"US",1
4,4,3,4,1,1,5,3,4,2,4,2,1,3,4,1,4,2,1,5,1,1,1,1,5,1,1,"US",1
5,3,3,2,4,4,5,4,4,3,2,2,4,3,3,3,2,4,4,3,4,4,5,3,3,3,4,"MX",1
5,5,5,3,5,5,5,5,5,4,5,3,4,3,4,3,4,5,4,2,5,4,5,5,3,3,5,"CA",1
5,2,1,5,2,5,5,4,4,2,5,1,1,1,4,3,5,3,1,4,1,1,3,2,5,2,1,"US",1
5,5,5,1,4,5,5,5,5,5,5,5,5,5,1,5,1,5,5,1,5,5,5,5,1,5,5,"US",2
1,4,3,4,2,3,5,2,5,4,2,4,4,3,2,4,1,3,4,2,2,5,4,4,2,2,4,"US",1
4,2,1,3,2,1,3,2,4,1,5,1,3,3,4,2,2,3,1,5,1,1,4,1,5,1,1,"GR",3
4,4,2,4,5,5,4,5,5,2,5,1,2,5,5,1,2,2,5,4,1,1,5,2,5,1,2,"CA",2
5,4,5,4,4,4,5,5,4,4,3,4,4,4,1,2,2,4,4,3,4,4,5,3,4,5,4,"GB",3
5,3,3,2,3,4,5,3,4,2,4,3,2,3,3,2,1,4,2,4,2,2,4,3,4,1,1,"CA",1
5,4,2,1,5,5,2,5,5,2,5,1,1,1,4,1,3,5,4,2,5,3,5,3,5,3,2,"IL",2
5,4,4,2,4,4,5,4,4,4,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,"US",3
5,5,5,5,5,5,5,5,5,4,2,2,5,5,3,5,2,5,5,4,5,2,2,5,5,5,5,"IE",1
4,2,2,4,2,4,5,2,4,2,3,2,3,4,4,1,3,3,1,2,2,1,4,2,5,1,2,"US",1
5,4,4,4,3,5,5,4,5,4,4,2,4,4,2,5,2,4,4,2,2,2,2,4,2,3,4,"AU",3
4,3,5,4,4,5,5,2,4,3,3,3,3,4,3,3,4,4,4,4,2,2,3,4,4,5,2,"US",3
4,5,4,2,5,4,5,4,5,5,2,3,3,5,1,4,1,3,4,2,2,4,4,3,5,2,4,"GB",1
5,4,5,2,3,4,5,3,4,4,1,3,2,5,2,3,1,4,4,1,2,4,5,3,4,5,2,"US",3
5,4,3,4,4,5,4,5,4,2,1,4,4,2,4,3,1,2,4,2,3,1,4,4,4,1,2,"GB",1
3,3,3,3,5,5,5,4,5,4,3,3,4,4,3,2,3,5,5,3,3,2,5,5,1,5,3,"US",1
5,5,5,5,5,5,5,5,5,5,1,4,5,5,1,5,1,5,5,4,5,2,5,5,4,4,5,"PH",1
4,3,2,1,2,2,4,2,5,5,5,3,4,2,4,5,3,4,2,4,2,4,4,3,4,2,1,"US",3
5,5,5,3,5,3,5,4,5,5,3,3,4,4,5,4,1,5,5,1,5,4,5,5,2,3,4,"DK",2
5,1,2,1,1,1,5,2,2,5,3,2,4,1,4,4,4,3,1,4,1,1,1,1,5,1,1,"US",1
5,5,3,4,5,5,5,4,5,5,2,4,5,4,1,5,1,5,4,1,1,2,4,5,5,1,4,"US",1
4,2,3,2,2,5,4,3,3,2,5,3,4,2,4,4,2,3,4,4,2,3,1,3,2,2,1,"GB",3
3,3,3,4,5,5,5,3,5,1,5,3,3,4,5,4,4,3,1,4,1,4,4,3,5,1,4,"FR",1
4,5,3,4,3,4,4,4,5,4,4,3,2,3,4,3,2,4,4,4,3,2,4,3,4,1,3,"HR",1
5,3,4,5,4,4,4,4,4,5,2,3,4,4,2,4,2,4,2,2,4,2,4,4,4,1,2,"GB",1
4,4,2,5,2,3,5,2,4,3,2,2,2,4,4,2,4,3,4,3,3,2,3,2,4,2,3,"GB",1
5,4,3,4,5,5,4,5,5,3,4,5,4,4,3,4,4,4,4,4,2,2,4,4,2,5,4,"AU",2
5,5,5,4,5,5,5,5,5,5,1,5,5,5,1,5,1,5,3,2,5,1,5,5,2,3,4,"NL",1
5,3,4,4,4,5,5,4,4,4,5,1,3,4,2,2,4,3,3,3,2,1,4,3,5,4,2,"US",1
2,4,3,2,1,2,3,2,3,1,4,1,3,3,4,4,4,3,2,4,2,4,4,2,3,4,2,"US",1
3,2,2,2,1,3,4,2,4,2,3,2,2,3,2,2,3,2,2,4,2,1,2,2,4,2,1,"US",1
2,1,1,1,1,3,4,1,3,4,2,1,2,1,2,1,3,4,2,3,2,4,3,1,5,1,1,"US",3
4,3,2,4,1,3,5,3,4,3,2,3,4,4,2,4,2,3,2,4,2,2,1,2,4,2,2,"AU",1
4,3,4,5,4,5,4,5,2,2,5,2,1,4,5,2,4,3,4,4,4,2,4,3,2,1,2,"GB",1
3,5,4,4,4,4,5,3,5,2,5,2,3,2,5,2,5,3,4,5,4,1,5,4,4,3,2,"US",3
5,3,5,4,4,4,4,5,3,3,3,3,3,4,3,3,3,4,3,2,3,2,5,4,4,1,3,"US",1
5,2,5,5,5,4,5,5,5,5,1,5,5,5,4,5,1,5,1,1,5,2,4,5,1,5,5,"US",1
2,2,3,4,2,4,5,3,4,4,3,4,3,3,2,5,4,2,3,4,2,3,3,3,2,1,3,"PH",2
5,2,2,2,2,2,5,2,3,3,5,1,1,2,4,1,5,2,3,4,3,4,4,3,3,3,3,"GB",1
4,2,4,5,4,3,5,3,4,5,1,3,4,1,5,3,2,4,2,3,1,4,3,1,5,1,2,"US",1
3,4,4,4,4,4,4,2,4,4,3,3,3,4,3,2,4,4,2,2,2,4,4,4,4,2,4,"US",2
5,4,4,2,2,2,5,1,2,1,3,2,2,2,4,2,4,4,1,2,1,2,4,2,4,2,2,"US",1
5,1,1,1,5,2,5,4,5,2,4,1,2,2,1,3,1,2,1,2,5,5,4,2,5,4,2,"HR",3
4,3,3,3,4,4,4,3,4,4,3,3,2,4,3,4,3,4,3,3,4,2,5,4,2,3,4,"US",3
5,3,5,2,4,5,5,5,4,3,5,3,1,2,2,2,1,1,4,4,2,4,4,4,5,1,2,"US",2
4,4,2,5,4,4,5,2,4,3,4,2,5,4,4,4,2,3,2,4,2,2,4,2,4,2,3,"CA",2
5,1,4,4,4,2,5,5,4,1,4,1,1,3,2,1,4,3,1,5,3,1,4,1,5,1,2,"US",1
5,3,5,5,3,5,5,5,4,5,4,4,3,5,3,4,2,5,4,3,5,3,3,4,3,5,5,"US",3
5,5,5,5,5,5,5,4,4,3,5,3,3,4,2,4,5,1,4,4,1,2,4,4,2,2,4,"VN",3
4,4,5,2,5,5,2,4,5,5,4,2,3,5,3,4,3,5,3,4,3,2,5,5,5,3,4,"US",1
5,2,2,4,5,5,5,4,3,3,5,2,1,3,3,2,3,4,2,3,1,1,4,3,3,3,3,"US",1
5,2,3,3,2,2,4,2,4,3,3,2,4,2,4,2,5,3,2,4,2,1,4,2,5,1,2,"US",1
4,2,2,3,3,3,4,4,3,1,4,2,3,2,4,2,2,2,2,4,2,2,3,2,5,1,1,"FI",3
5,5,4,5,3,5,5,3,5,2,4,3,2,5,4,2,1,3,5,2,3,2,4,3,2,3,4,"GB",3
5,3,3,5,5,5,5,3,5,3,5,1,1,4,3,5,3,2,2,4,5,2,4,3,5,1,2,"US",1
4,4,3,3,4,5,3,3,5,4,1,4,3,3,4,3,2,3,3,2,1,2,4,4,4,3,3,"CH",1
3,1,3,2,1,1,4,2,3,3,2,1,1,5,1,1,5,1,1,5,1,1,2,1,2,4,1,"US",1
5,5,5,5,5,5,5,5,5,4,2,4,4,5,1,3,1,5,3,1,4,4,5,4,2,5,4,"PL",1
3,2,4,4,4,5,3,4,2,3,1,3,2,4,2,4,3,5,2,4,4,4,3,3,4,1,4,"IN",1
4,3,5,4,5,5,5,4,4,3,3,3,3,4,3,4,3,3,2,2,5,3,3,3,3,3,5,"US",2
5,4,4,5,5,4,5,2,5,4,1,4,4,4,1,4,3,5,3,2,2,5,4,3,2,5,5,"US",1
4,4,5,4,4,4,4,3,5,5,2,4,5,5,2,3,1,5,4,2,4,3,5,4,2,4,4,"US",3
5,4,3,4,4,5,5,4,4,2,4,3,4,3,4,2,1,3,3,2,2,1,4,2,5,1,2,"EE",3
5,5,4,5,5,5,5,4,4,3,5,1,3,3,4,4,2,2,4,3,4,4,5,5,2,1,2,"MY",3
4,3,2,4,4,4,4,2,4,3,2,2,3,3,2,4,2,2,3,3,2,4,4,2,1,5,2,"US",3
4,3,1,2,2,1,5,3,2,3,3,3,1,1,1,4,4,3,3,4,1,1,4,3,3,1,1,"US",2
5,4,4,5,5,5,5,4,5,1,5,1,1,5,5,1,1,1,3,1,1,4,4,3,4,4,4,"GB",1
4,2,3,3,3,4,5,4,5,1,1,1,1,1,3,2,2,3,4,5,3,1,4,3,2,1,2,"IE",1
4,4,4,3,3,4,4,3,4,2,4,4,2,4,4,4,3,2,3,3,3,2,4,2,4,2,2,"HK",1
4,4,3,4,4,3,4,3,4,4,2,3,1,4,4,3,3,3,2,2,2,1,4,3,4,4,3,"US",2
5,3,3,4,4,4,5,2,4,3,4,1,1,4,4,1,4,3,3,4,4,3,4,3,2,2,4,"GB",2
5,5,5,2,5,5,5,5,5,4,1,4,2,5,1,5,2,5,3,1,3,4,5,4,5,5,5,"US",3
4,5,4,5,5,5,5,5,5,1,5,1,4,4,1,1,4,4,1,4,4,1,4,4,5,2,2,"US",2
4,1,3,4,2,4,5,2,4,5,4,2,4,3,5,2,4,2,2,4,1,1,1,2,2,4,1,"US",3
4,2,2,2,4,1,4,2,3,2,5,2,3,2,4,1,4,2,2,4,2,1,4,1,5,1,2,"GB",1
4,5,4,5,5,5,4,3,5,4,3,4,2,4,4,3,2,4,4,4,4,4,4,4,4,3,5,"GB",1
4,3,4,4,2,4,5,2,3,3,2,2,1,1,4,3,4,2,2,4,2,3,2,3,5,2,2,"IN",1
2,4,3,2,2,3,3,2,4,2,5,3,3,2,2,3,4,4,1,4,2,1,2,2,4,1,1,"US",2
5,4,3,5,4,4,5,4,4,4,5,4,4,4,5,4,4,4,3,4,2,1,4,2,5,2,1,"ZA",3
5,4,4,4,5,4,5,4,4,1,5,1,1,3,5,2,4,2,3,3,4,3,4,3,4,3,4,"GB",1
4,5,5,3,5,5,4,4,4,4,2,4,4,5,3,4,3,4,5,2,3,4,5,3,2,4,5,"US",1
5,4,3,4,4,5,4,2,4,4,4,1,2,1,4,1,4,4,3,2,4,4,2,2,2,5,2,"CA",3
5,5,5,5,5,5,5,5,5,3,2,3,3,5,1,2,4,5,3,3,2,4,5,3,3,5,5,"US",3
5,4,2,5,5,4,4,5,4,3,3,3,4,4,2,2,2,3,4,4,2,2,3,2,5,1,3,"FI",3
5,5,5,5,5,5,5,4,5,4,1,5,5,5,1,4,1,5,2,5,2,5,5,5,2,5,3,"GB",1
3,1,5,4,2,3,3,4,3,2,4,3,4,3,4,5,4,4,1,5,2,2,4,2,5,2,3,"US",3
5,3,5,4,5,4,5,1,4,3,4,1,1,4,4,2,5,3,3,5,3,1,4,1,3,1,1,"US",1
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4,2,5,5,5,5,1,5,"US",1
5,5,4,4,5,5,5,4,5,3,3,3,3,4,3,3,2,4,5,2,2,2,4,4,2,1,3,"AU",1
5,5,4,4,5,5,5,5,4,3,2,4,5,5,3,5,2,5,3,3,4,4,5,4,2,3,5,"MY",1
4,2,3,4,4,3,5,3,4,3,3,3,3,3,4,3,4,3,2,2,2,2,4,2,4,1,4,"SG",3
3,2,3,4,2,2,4,2,3,4,3,2,2,2,2,2,2,2,2,4,1,1,2,2,4,1,2,"US",2
4,3,3,2,4,4,4,3,2,2,5,2,2,2,4,2,4,3,2,4,2,1,1,4,5,1,2,"US",1
4,4,3,4,5,3,4,4,5,3,3,1,2,3,3,3,2,3,3,2,2,1,4,3,3,3,2,"US",1
2,1,1,1,1,1,3,1,1,3,5,1,1,1,5,1,2,5,1,5,1,1,1,1,3,1,1,"US",1
5,5,4,4,5,5,5,5,5,5,1,5,5,5,2,5,1,5,4,2,3,4,4,4,5,5,5,"US",2
3,4,3,5,5,4,5,3,5,1,3,2,5,3,2,1,1,3,3,2,2,1,3,2,1,4,3,"US",1
5,4,5,4,4,5,5,3,4,4,3,4,2,4,4,3,4,3,3,2,2,4,5,3,4,2,5,"US",1
3,5,5,5,5,5,5,4,5,2,3,3,2,5,4,4,3,3,5,4,5,5,3,2,2,1,4,"US",2
5,1,2,4,2,2,3,2,4,4,4,1,2,2,4,3,3,3,1,4,1,1,1,3,5,4,1,"US",1
3,1,1,2,3,3,3,3,2,1,3,2,3,1,3,1,2,2,3,3,2,2,3,1,2,1,1,"US",2
3,4,2,3,5,4,4,4,4,2,4,1,2,4,3,2,4,3,2,2,2,2,4,2,5,3,2,"AU",3
5,1,1,3,3,4,5,3,5,2,4,2,2,1,4,3,4,2,4,5,2,1,2,3,5,4,1,"BR",2
4,5,5,5,5,5,5,1,4,5,1,5,5,5,1,5,1,3,2,2,4,4,4,3,4,5,5,"GB",1
4,4,5,5,4,4,5,4,4,3,1,3,1,4,4,4,2,4,3,4,4,2,2,3,5,3,2,"GB",1
5,5,5,4,4,4,5,4,4,4,3,3,4,5,3,4,2,4,4,2,4,4,5,4,2,4,5,"US",2
4,3,2,4,5,4,4,4,5,3,4,3,3,3,3,2,1,2,2,4,4,3,5,3,4,4,2,"US",3
3,2,4,4,5,4,5,4,4,4,2,3,1,5,5,3,2,2,1,4,2,1,1,2,5,1,1,"US",1
4,3,3,4,4,5,5,3,4,4,4,3,4,4,4,5,1,4,3,4,2,2,4,2,5,3,3,"IT",1
4,5,4,5,5,5,5,2,4,4,3,4,2,5,4,3,3,5,5,2,1,5,5,3,5,4,4,"GB",1
4,1,4,2,1,4,4,1,2,2,2,2,1,3,3,1,4,1,1,3,1,2,1,2,5,1,1,"PT",1
5,4,3,2,4,4,5,2,5,4,4,1,1,4,4,2,2,4,4,4,1,3,4,3,2,1,1,"US",1
4,4,4,5,4,5,5,2,4,4,2,2,3,5,1,4,4,2,2,4,2,2,5,3,2,1,2,"US",1
5,4,4,4,4,3,4,2,4,3,4,2,2,3,4,2,3,2,4,4,2,2,4,3,5,2,3,"US",1
4,4,3,5,2,4,4,4,4,2,4,1,3,3,3,2,2,3,3,4,3,1,4,2,3,3,3,"FR",3
